#gene_id	length	counts	tpm
TrG0608C	5412	3	0.242668
TrG0604C	636	5	5.83317
TrG0598W	1533	1	0.331406
TrG0597W	1104	24	12.0973
TrG0594W	2337	0	0
TrG0587C	1311	3	1.2084
TrG0586C	1404	1	0.369458
TrG0583C	936	32.27	20.4348
TrG0578C	210	0	0
TrG0577C	861	4	2.85993
TrG0575C	1050	4	2.1577
TrG0574W	552	125.348	191.322
TrG0573W	990	23	13.456
TrG0571C	951	192	118.862
TrG0567C	261	0	0
TrG0566W	5598	34	2.65404
TrG0563W	582	40	54.9944
TrG0562C	1620	24	7.43715
TrG0561W	168	0	0
TrG0558W	207	0	0
TrG0557C	177	0	0
TrG0556W	168	0	0
TrG0554W	1125	24	11.7964
TrG0553C	2790	38.071	6.2971
TrG0550W	4149	39	4.18464
TrG0750W	828	1	0.758067
TrG0549C	1461	94.655	33.2824
TrG0547C	8658	504.514	24.9974
TrG0546C	1575	49.031	15.7221
TrG0544C	4236	40	4.19754
TrG0543W	3189	12	1.71257
TrG0542C	915	5	3.27095
TrG0541W	1011	54	30.6841
TrG0540C	192	47	541.198
TrG0539W	390	5	17.1938
TrG0538C	684	3	3.08474
TrG0529C	537	8	12.922
TrG0528W	870	28	19.7146
TrG0527C	1083	7	3.6207
TrG0524C	2982	17	2.61204
TrG0523C	927	86	55.2164
TrG0518C	2034	14	3.31405
TrG0515C	852	0	0
TrG0514W	777	0	0
TrG0512W	1695	3	0.880351
TrG0507W	705	29	28.346
TrG0505W	681	9	9.3234
TrG0504W	897	2	1.34652
TrG0499W	309	0	0
TrG0590W	1572	41	13.1773
TrG0498C	795	2	1.61326
TrG0496W	4590	38.01	3.66104
TrG0495C	294	1	7.10389
TrG0494W	1098	7	3.55427
TrG0493C	993	3	1.74774
TrG0731W	1503	16	5.43262
TrG0490C	2589	3	0.539421
TrG0489C	657	29	31.9504
TrG0488W	219	0	0
TrG0485W	5139	4	0.341738
TrG0482C	2442	1	0.192035
TrG0480C	1245	19	8.17693
TrG0479W	1017	9	5.07236
TrG0478W	2250	0	0
TrG0474C	906	9	5.97242
TrG0471W	513	17	30.283
TrG0469C	633	0	0
TrG0468C	879	5	3.46753
TrG0465W	1896	5	1.2847
TrG0708C	468	220.981	487.493
TrG0464C	1545	1	0.328261
TrG0462W	1479	34.573	11.974
TrG0461W	186	1	12.23
TrG0460C	1530	4	1.32881
TrG0459C	1197	1	0.452905
TrG0457W	2433	6	1.15703
TrG0456C	1257	8	3.40061
TrG0453C	3609	11	1.37177
TrG0452W	294	3	21.3117
TrG0451C	1080	1	0.519184
TrG0450W	813	12.991	10.1251
TrG0448W	2247	31.976	6.74945
TrG0447C	3405	18	2.39127
TrG0807C	588	9	12.1334
TrG0446W	6519	3	0.199607
TrG0444W	2592	11	1.97531
TrG0443C	1218	13	5.75587
TrG0441C	1890	22	5.67373
TrG0437C	3114	9	1.31842
TrG0436W	2448	10	1.91504
TrG0433W	2274	9	1.87397
TrG0432W	804	24	19.0275
TrG0431C	300	1	6.73315
TrG0429W	2943	27	4.2093
TrG0428C	1719	1	0.288554
TrG0425W	948	3	1.86556
TrG0424W	903	2	1.3336
TrG0423W	942	0	0
TrG0422C	1407	0	0
TrG0418C	3318	25	3.41633
TrG0417W	2685	2	0.345256
TrG0416W	372	0	0
TrG0413C	1209	4	1.78821
TrG0408C	336	0	0
TrG0397C	720	0	0
TrG0396C	783	5	4.12927
TrG0391C	2370	6	1.19192
TrG0390W	690	5	5.06606
TrG0388C	777	2	1.67166
TrG0386W	264	5	46.9608
TrG0385C	924	20	12.9008
TrG0384C	2403	11	2.1512
TrG1009C	615	0	0
TrG0382W	2541	2	0.36725
TrG0381W	468	4	8.82416
TrG0380C	441	41	105.001
TrG0376W	393	0	0
TrG0375C	2142	12	2.67581
TrG0373W	5526	22	1.74089
TrG0370W	1038	30	16.4391
TrG0369W	3393	31	4.13417
TrG0368C	813	4	3.11767
TrG0366W	1407	24	8.84338
TrG0365C	1221	10	4.41347
TrG0363C	3276	13	1.8014
TrG0362W	942	0	0
TrG0360W	348	0	0
TrG0359C	1188	3	1.37219
TrG0356W	1587	16	5.08333
TrG0355C	3666	28	3.43298
TrG0352C	1458	56	19.7408
TrG0351C	1134	0	0
TrG0350W	1062	11	5.84257
TrG0349C	753	5	4.39118
TrG0347C	1260	58	24.5789
TrG0346W	1770	8	2.22939
TrG0345W	336	8	39.8638
TrG0344C	2241	37	7.83378
TrG0342W	243	0	0
TrG0339W	270	18.196	161.91
TrG0338C	1314	4	1.60653
TrG0336W	1677	13	3.86403
TrG0335W	702	4	3.9376
TrG0334W	213	25	266.098
TrG0332W	777	12	10.03
TrG0329C	735	10	9.12977
TrG0326W	783	3	2.47756
TrG0325C	405	0	0
TrG0322W	1254	4	1.70554
TrG0320W	222	7	75.7322
TrG0318W	1521	7	2.34228
TrG0317C	873	1	0.700529
TrG0315W	2247	83.896	17.7086
TrG0314C	1389	1	0.374458
TrG0311C	1878	25	6.49586
TrG0310W	1428	15	5.42596
TrG0307C	1104	6	3.02432
TrG0306W	162	1	16.3536
TrG0304W	2163	18	3.96894
TrG0302W	1656	11	3.31948
TrG0301C	1527	14	4.66202
TrG0290C	432	0	0
TrG0286C	1629	6	1.84688
TrG0285W	471	0	0
TrG0283W	1689	0	0
TrG0282C	1920	3	0.759534
TrG0280W	1350	1	0.388113
TrG0279W	852	10	7.26242
TrG0277C	1377	12	4.54267
TrG0274W	585	62	84.4071
TrG0273C	1059	36	19.1948
TrG0266C	1008	11	6.27625
TrG0263W	933	11	6.99763
TrG0262C	234	0	0
TrG0260W	897	14	9.42563
TrG0258C	1566	22	7.10376
TrG0257W	345	5	23.2688
TrG0255W	198	7	76.6946
TrG0252W	975	0	0
TrG0248C	25413	12	0.198189
TrG0247W	1785	6	1.65538
TrG0246C	1185	1	0.458913
TrG0243C	381	0	0
TrG0242C	987	0	0
TrG0240W	1458	0	0
TrG0239W	2085	7	1.61019
TrG0238C	3867	2	0.23147
TrG0234W	1041	7	3.82066
TrG0233C	2193	8	1.7363
TrG1119C	1317	2	0.800939
TrG0231W	1353	8.005	3.09827
TrG0228W	939	0	0
TrG0224W	513	4	7.1254
TrG0223C	1008	19	10.8408
TrG0219C	867	8	5.66141
TrG0552W	861	50	35.7492
TrG0218W	552	3	4.57898
TrG0217W	774	12	10.0909
TrG0216C	2946	0	0
TrG0214W	1620	3	0.929643
TrG0212W	2085	8	1.84022
TrG0210W	930	1	0.639087
TrG0209W	1062	1	0.531142
TrG0208C	1500	11	3.74411
TrG0207W	2202	7	1.51215
TrG0206W	1476	5	1.73603
TrG0204C	1539	17	5.60704
TrG0201C	975	4	2.39072
TrG0200W	3315	10	1.36788
TrG0197W	1056	0	0
TrG0196W	1350	0	0
TrG0195C	399	0	0
TrG0193C	798	2	1.60399
TrG0192C	804	1	0.792813
TrG0191C	918	0	0
TrG0794W	771	0	0
TrG0190C	1359	1	0.384874
TrG0188C	909	2	1.32087
TrG0186C	2046	0	0
TrG0185W	1206	0	0
TrG0183W	1038	0	0
TrG0182C	909	0	0
TrG0180W	879	1	0.693506
TrG0179W	1614	0	0
TrG0176W	1038	0	0
TrG0173C	1449	2	0.71046
TrG0172C	1080	7	3.63429
TrG0171C	981	15.473	9.16851
TrG0170W	762	1	0.861854
TrG0169C	1002	24	13.8075
TrG0168C	984	1	0.590033
TrG0166C	2505	52	9.70303
TrG0165W	1518	3	1.00627
TrG0163C	366	1	4.01565
TrG0161C	1590	71.002	22.5062
TrG0159W	1584	1	0.318439
TrG0158W	171	1	14.2874
TrG0152C	1659	3	0.903342
TrG0149C	1428	1	0.361731
TrG0148W	471	56.788	123.331
TrG0147C	3576	22	2.77101
TrG0145C	1497	22	7.50669
TrG0144C	1356	19.184	7.40386
TrG0143C	3072	232.004	34.4979
TrG0141W	195	0	0
TrG0140C	2415	0	0
TrG0138C	234	0	0
TrG0137C	237	1	10.9451
TrG0136W	453	0	0
TrG0135W	1905	5	1.27758
TrG0134W	1170	1	0.466652
TrG0132W	1248	1	0.42903
TrG0131C	915	26	17.0089
TrG0130W	123	0	0
TrG0128W	5592	0	0
TrG0127W	1032	0	0
TrG0819C	1845	0	0
TrG0126C	2973	1	0.154163
TrG0124W	822	3	2.2994
TrG0122W	1980	4	0.976958
TrG0116W	1833	2	0.534731
TrG0115C	1350	18	6.98603
TrG0114W	792	10.769	8.73772
TrG0113W	2004	2	0.481677
TrG0112C	1107	0	0
TrG0107W	1386	1	0.375474
TrG0105C	987	21	12.3381
TrG0101C	201	24	258.046
TrG0099C	4866	28	2.53458
TrG0098W	1158	0	0
TrG0097C	399	1.995	6.50132
TrG0093C	2073	0	0
TrG0092C	546	1	1.56075
TrG0090C	384	0	0
TrG0089W	1182	0	0
TrG0087C	309	502.783	3126.21
TrG0086C	1833	10	2.67366
TrG0083C	2214	2	0.429361
TrG0082W	4629	0	0
TrG0080W	864	1	0.711309
TrG0074W	2262	26.007	5.44787
TrG0073C	705	8.312	8.12455
TrG0072W	2370	4	0.79461
TrG0071W	1482	11.147	3.851
TrG0070W	1194	152.311	69.2088
TrG0064W	4164	0	0
TrG0063C	1467	0	0
TrG0062W	630	0	0
TrG0061C	1500	0	0
TrG0060C	162	0	0
TrG0056W	1293	0	0
TrG0053C	1851	80	21.1441
TrG0052C	78	0	0
TrG0050C	1134	0	0
TrG0049C	1347	4	1.55682
TrG0048W	819	11	8.47809
TrG0045W	1119	0	0
TrG0043C	816	208.232	161.391
TrG0041C	1446	22	7.83517
TrG0040W	2340	1	0.201546
TrG1128W	405	0	0
TrG0039W	1677	1	0.297233
TrG0038C	855	0	0
TrG0037W	759	0	0
TrG0036W	2415	0	0
TrG0035W	1509	1	0.33788
TrG0034W	1161	7	3.29996
TrG0032W	951	3	1.85722
TrG0031C	315	0	0
TrG0027C	2058	1	0.233522
TrG0025C	1167	0	0
TrG0024W	1413	0	0
TrG0023W	771	0	0
TrG0019C	1482	1	0.345473
TrG0018C	1422	1	0.363632
TrG0016W	1797	0	0
TrG0014C	984	1	0.590033
TrG0008C	1683	0	0
TrG0007C	777	0	0
TrG0367W	435	125.925	333.591
TrG0005W	1068	0	0
TrG0004C	1083	0	0
TrG0001W	108	0	0
TrF1211C	114	0	0
TrF1210C	165	0	0
TrF1207W	960	0	0
TrG0235C	1251	16	6.84326
TrF1206C	708	0	0
TrF1204C	1446	0	0
TrF1202W	1389	0	0
TrF1200C	693	2	2.01169
TrF1199C	588	3	4.04447
TrF1196C	843	0	0
TrF1195W	834	0	0
TrF1194W	858	0	0
TrF1191W	555	16.861	25.4542
TrF1189C	1455	2	0.70683
TrF1188C	105	0	0
TrF1187C	1644	6	1.82656
TrF1186W	1650	7	2.12165
TrF1183C	441	5	12.805
TrF1182C	1578	16	5.11859
TrF1179C	627	2	2.39362
TrF1175C	231	39	427.551
TrF1174C	1662	3	0.90138
TrF1169C	2661	132.999	23.1908
TrF1166W	336	0	0
TrF1165C	1392	30	11.2034
TrF1161W	6870	98.061	6.17705
TrF1160W	1836	13	3.46905
TrF1159C	702	4	3.9376
TrF1158W	5058	25	2.17207
TrF1154C	666	13	13.9892
TrF1153W	702	1	0.9844
TrF1152C	159	1	17.0814
TrF1151C	1272	0	0
TrF1149W	1908	2	0.510089
TrF1143C	1476	4	1.38883
TrF1142W	669	0	0
TrF1141W	1800	0	0
TrF1139C	894	0	0
TrF1138C	1563	0	0
TrF1137W	1602	2	0.628204
TrF1135C	2802	1	0.164618
TrF1133C	1134	2	0.972671
TrF1128W	2214	7	1.50276
TrF1127W	774	1	0.84091
TrF1126C	2625	2	0.354092
TrF1123W	1143	45	21.6567
TrF1121C	468	1	2.20604
TrF1120W	1485	0	0
TrF1113C	1419	4	1.45836
TrF1112C	777	0	0
TrF1110C	951	48	29.7155
TrF1107C	1020	0	0
TrF1106C	1623	0	0
TrF1104W	1542	15	4.93562
TrF1101C	1320	2	0.798627
TrF1100C	1311	6	2.41681
TrF1099W	1779	1	0.277001
TrF1097W	1962	0	0
TrF1096C	975	0	0
TrF1092C	1272	91.678	38.3806
TrF1091C	1212	0	0
TrF1089W	855	5	3.61225
TrG0782W	1248	13	5.57739
TrF1088C	1080	3	1.55755
TrF1086C	729	0	0
TrF1085W	1368	4	1.52675
TrF1081C	1029	2	1.10912
TrF1078C	831	0	0
TrF1076W	108	0	0
TrF1073C	876	1	0.697
TrF1072W	498	0	0
TrF1067W	378	18.925	70.1718
TrF1064C	1077	2	1.0423
TrG0321W	1368	14	5.34364
TrF1061W	1737	35	9.97459
TrF1059C	975	0	0
TrF1058W	1299	5	2.03774
TrF1055W	1572	2	0.642796
TrF1054W	2118	0	0
TrF1052W	1545	3	0.984783
TrF1050C	1062	6	3.18685
TrF1049W	1083	74.902	38.7425
TrF1044W	408	24	74.1493
TrF1043W	2970	15	2.31503
TrF1042C	2238	31	6.5735
TrF1040C	1281	42	17.4249
TrF1039C	921	9	5.83256
TrF1034W	2271	0	0
TrF1033C	114	0	0
TrF1031C	1173	0	0
TrF1030W	171	0	0
TrF1176C	2229	85.977	18.3154
TrF1028W	1284	13	5.37731
TrF1025W	933	1	0.636148
TrF1024C	504	0	0
TrF1023W	1764	25	6.99503
TrF1022C	951	28.063	17.3729
TrF1020W	1494	0	0
TrF1019C	696	0	0
TrF1017C	1458	21	7.40281
TrF1016C	2016	25	5.97933
TrG0569C	933	7	4.45304
TrF1013C	1059	1	0.533189
TrF1010W	807	0	0
TrF1009C	1476	14	4.8609
TrF1007C	705	3	2.93235
TrF1006W	2559	1	0.182174
TrF1003W	606	130.962	166.818
TrF1002C	1065	0	0
TrF1001C	996	11	6.38151
TrF1000W	963	67	40.7485
TrF0998W	1911	17	4.32778
TrF0994W	2814	99	16.22
TrF0989W	1095	16	8.15396
TrF0984W	378	2	7.41593
TrF0983C	2517	18	3.34072
TrF0982C	1533	34.361	11.3873
TrF0981W	852	0	0
TrF0979W	2118	53	11.9725
TrF0975C	1710	1	0.290371
TrF0974C	546	14	21.8505
TrF0973C	4605	22	2.11165
TrF0972W	909	12	7.92522
TrF0967C	1473	13	4.52505
TrF0963C	399	34	110.791
TrF0962C	861	11	7.86482
TrF0959C	1752	25.139	7.09128
TrF0957W	639	8	9.25507
TrF0954C	2232	22	4.67941
TrF0953C	165	0	0
TrF0952C	1275	6	2.50429
TrF0951C	717	36	34.2217
TrF0949C	1827	1	0.268403
TrF0946W	1131	131	63.9346
TrF0942C	1161	21	9.89987
TrF0940W	1248	2	0.858061
TrF0939C	858	12	8.62436
TrF0938W	2349	6	1.20402
TrF0937C	3486	7	0.906438
TrF0935C	720	30.976	29.2454
TrF0931W	2397	0	0
TrF0929C	1209	0	0
TrF0927W	4533	29	2.83067
TrF0923W	1593	3	0.948767
TrF0918C	924	27	17.4161
TrF0917W	759	0	0
TrF0916W	2031	21	4.9796
TrF0911C	570	83	118.827
TrF0910W	2322	4	0.813294
TrF0905W	429	12	32.916
TrF0904C	2073	13	3.01038
TrF0903C	966	1	0.605526
TrF0902C	630	1	1.18655
TrF0897C	273	7	60.5871
TrG0068W	1671	61	18.2094
TrF0895W	2310	6	1.22715
TrF0893C	195	0	0
TrF0892C	1680	16	4.74553
TrF0891W	420	0	0
TrF0890C	747	63	56.0387
TrF0888C	1134	18	8.75404
TrF0887W	747	15	13.3425
TrF0886C	1494	12	4.10468
TrF0881C	1230	3	1.31149
TrF0878W	2457	37	7.05634
TrF0877C	678	4	4.17481
TrF0876W	2622	7	1.24091
TrF0870C	237	4	43.7803
TrF0869C	1497	12	4.09456
TrF0868C	3027	23.001	3.47613
TrF0863W	612	0	0
TrF0860C	444	3	7.55383
TrF0856C	1092	33	16.8797
TrF0855W	957	26	15.9531
TrF1093W	1419	0	0
TrF0854C	885	117.303	80.543
TrF0853W	5382	4	0.32546
TrF0852W	2517	62	11.5069
TrF0851C	1161	9.035	4.25921
TrF0850W	609	2	2.5244
TrF0849C	534	4	6.53728
TrF0847W	1179	42.81	19.7773
TrF0846C	1881	14	3.63086
TrF0844W	3258	29	4.0428
TrF0842W	2301	17	3.49242
TrF0838C	2499	15	2.80652
TrF0836C	1134	1	0.486335
TrF0834C	792	28	22.7176
TrF0833W	558	1	1.49338
TrF0827C	195	13.079	146.04
TrF0825C	507	7	12.7987
TrF0824C	180	2.944	38.0526
TrF0822C	442	4	10.1864
TrG0348C	399	6	19.5513
TrF0816C	1623	6	1.8552
TrF0814C	1518	9	3.01881
TrF0813W	1779	6	1.662
TrF0811W	318	0	0
TrF0808W	330	138	720.714
TrF0805C	6006	7	0.507481
TrF0804W	1746	20	5.66476
TrF0803C	1464	1	0.350728
TrF0802C	1326	21	8.33746
TrF0796C	432	5	13.479
TrF0793W	465	5	11.207
TrF0792W	1668	30	8.97482
TrF0790W	3978	2	0.224521
TrF0788C	1032	4	2.20938
TrF0787C	1443	4	1.42825
TrF0786W	1245	73.882	31.7963
TrF0784W	171	0	0
TrF1056C	1191	0	0
TrF0884C	339	0	0
TrF0782W	1239	39	16.8893
TrF0781C	1503	23	7.80939
TrF0780C	7653	32.313	1.81929
TrF0776C	1545	15	4.92391
TrF0775W	2859	3	0.482937
TrF0773C	762	13	11.2041
TrF0771C	834	7.999	5.99834
TrF0770C	5763	39	2.95271
TrF0769W	1554	6	1.95579
TrF0768C	291	0	0
TrF0766W	1485	1	0.344613
TrF0765W	633	0	0
TrF0763C	1359	7	2.69412
TrF0762C	2232	5	1.0635
TrF0758W	996	5	2.90069
TrF0757C	1011	9	5.11402
TrF0756C	453	53	126.898
TrF0754C	1521	0	0
TrF0751W	1020	29.922	16.7957
TrG0693W	633	21	24.7066
TrF0750W	927	0	0
TrF0749W	459	0	0
TrF0748W	1383	3	1.12949
TrF0745W	1386	45.032	16.9085
TrF0744W	2226	0	0
TrF0742C	774	2	1.68182
TrF0741C	480	0	0
TrF0740C	2430	0	0
TrF0739W	228	2	21.8602
TrF0738W	651	1	1.11949
TrF0734C	831	1	0.753938
TrF0732W	384	9.862	35.2021
TrF0731W	822	15.138	11.603
TrF0730W	1077	12	6.25368
TrF0729W	330	1	5.22256
TrF0728W	1431	52	18.761
TrF0724C	1527	42.539	14.1655
TrF0723W	612	4	5.00326
