#gene_id	length	counts	tpm
TrG1024C	1041	39	23.5071
TrG1023C	1293	0	0
TrG1020W	1449	25	9.98689
TrG1018W	417	0	0
TrG1017C	2631	3	0.606184
TrG1016C	645	20	23.7938
TrG1015C	2913	8	1.446
TrG1014W	1428	11	4.47185
TrG1013C	2421	5	1.10755
TrG1012C	846	0	0
TrG1011C	366	8.31	28.7235
TrG1006W	2421	2	0.443019
TrG1005W	2652	66	13.22
TrG1004C	1545	70	25.9075
TrG1003W	4674	159.044	17.3322
TrG1002W	1035	1	0.60729
TrG1001C	1041	139.85	84.2937
TrG1000W	1287	282	130.069
TrG0999W	1101	28	15.7019
TrG0998C	1458	15	5.94789
TrG0997C	2073	1	0.263545
TrG0996C	753	34	31.9628
TrG0995W	645	11	13.0866
TrG0993W	798	19	16.4256
TrG0991C	1632	17.035	5.91103
TrG0988C	2352	13	2.97367
TrG0986W	2619	30	6.0924
TrG0981W	2214	36	8.81021
TrG0980W	1716	11	3.59978
TrG0976W	924	1	0.70562
TrG0975C	1749	3	0.960301
TrG0974W	1620	0	0
TrG0973C	1116	0	0
TrG0971C	1011	33	20.6637
TrG0970C	240	0	0
TrG0968W	465	0	0
TrG0966C	189	1	19.6653
TrG0965W	1326	134.182	59.6687
TrG0964C	1602	1	0.354628
TrG0962C	1572	49	17.7679
TrG0958W	1338	14	6.15761
TrG0953W	1023	0	0
TrG0951W	2445	250	54.7749
TrG0950W	2931	20	3.59083
TrG0949C	471	1	2.07754
TrG0948C	528	20	33.3946
TrG0947W	1203	16	8.02296
TrG0944W	981	26	16.9384
TrG0939W	219	0	0
TrG0938W	477	10	20.257
TrG1183C	1512	71	26.9589
TrG0935W	633	0	0
TrG0934W	1881	20	5.88729
TrG0932W	612	0	0
TrG0931C	291	0	0
TrG0930C	1245	0	0
TrG0929W	1620	2	0.70001
TrG0928W	519	53	91.3287
TrG0927C	5142	24	2.36579
TrG0926C	3078	46.025	7.83544
TrG0924C	1269	5	2.34649
TrG0923W	1269	0	0
TrG0922W	546	0	0
TrG0919C	1236	6	2.90901
TrG0916W	711	101.762	104.157
TrG0914C	2661	2	0.399116
TrG0907W	255	41	325.395
TrG0905W	555	0	0
TrG0904C	948	11	7.49943
TrG0898W	107	0	0
TrG0893C	1278	27	12.5613
TrG0890C	4182	359	44.0047
TrG0887C	1236	34	16.4844
TrG0886W	363	35	123.082
TrG0883W	510	0	0
TrG0882C	1023	0	0
TrG0881C	432	22	54.3815
TrG0880C	1335	2	0.882067
TrG0878W	4413	25.063	2.90206
TrG0877C	1128	17	9.2437
TrG0876W	2682	70.245	13.8974
TrG0874W	459	36	78.7892
TrG0871W	432	14	34.6064
TrG0870C	1677	49	16.4704
TrG0869W	294	31.995	178.991
TrG0868C	1155	99.462	52.4876
TrG0867W	918	1	0.711849
TrG0865W	1425	0	0
TrG0864W	831	0	0
TrG0863C	3735	0	0
TrG0860W	1125	0	0
TrG0859W	1461	1	0.395552
TrG0856C	1518	2	0.755843
TrG0855W	1446	15	6.00703
TrG0852W	1095	155	87.5306
TrG0848C	414	0	0
TrG0847C	474	0	0
TrG0846C	591	0	0
TrG0845W	1005	0	0
TrG0841C	3456	1	0.15024
TrG0839C	318	0	0
TrG0838W	4689	4	0.434439
TrG0837C	1851	29	8.69546
TrG0835C	1158	1	0.525993
TrG0834C	270	0	0
TrG0829W	1077	61	35.1876
TrG0828C	945	19	13.0084
TrG0827C	1770	2	0.631418
TrG0826W	663	70	79.7461
TrG0823W	1596	0	0
TrG0822C	684	18	19.5396
TrG0814C	405	23	64.6262
TrG0812W	1224	28	13.7408
TrG0808C	1191	15	7.61636
TrG0802C	1851	1	0.299844
TrG0798C	1242	21	10.1206
TrG0796C	1287	30.171	13.916
TrG0793W	1656	28	9.55112
TrG0791C	1113	6	3.31849
TrG0789C	3792	0	0
TrG0787W	777	1	0.898209
TrG0780C	132	1	36.7602
TrG0774W	1656	30	10.2333
TrG0773W	174	0	0
TrG0772C	4476	63	7.18641
TrG0770W	1392	0	0
TrG0769C	2778	42	7.99519
TrG0768C	3681	13	1.82544
TrG0767W	237	0	0
TrG0765C	684	10.997	11.9374
TrG0764C	1278	6	2.7914
TrG0763W	2628	36	7.28334
TrG0762W	738	42	40.6681
TrG0760C	3342	56	8.72254
TrG0759C	2364	0	0
TrG0757C	1809	5	1.53933
TrG0756W	1797	1	0.310237
TrG0754W	321	0	0
TrG0753C	1995	5	1.37626
TrG0751W	1866	16	4.75326
TrG0748C	792	13	11.3604
TrG0747C	639	1	1.20747
TrG0745C	1749	42	13.4442
TrG0743W	1032	4	2.43835
TrG0742C	1128	5	2.71874
TrG0734C	1257	38	18.0436
TrG0730W	1821	2	0.61106
TrG0729W	2802	32	6.03453
TrG0728W	384	0	0
TrG0724C	1179	64	32.9114
TrG0721C	2526	5	1.0567
TrG0719C	552	411.984	635.352
TrG0713C	693	27	28.729
TrG0712W	375	19	62.4226
TrG0711W	1500	69	26.4489
TrG1031W	1752	319.347	102.02
TrG0710C	1050	15	8.94082
TrG0709W	687	36	38.8179
TrG0707C	1785	17	5.31497
TrG0706W	2109	68	17.576
TrG0705C	360	7	25.0471
TrG0703C	771	7	6.35833
TrG0702W	1056	510.677	302.155
TrG0699C	900	12	8.77468
TrG0696W	1842	26	7.83971
TrG0695C	588	90	124.512
TrG0694W	987	5	3.23127
TrG0691W	3291	7	1.10854
TrG0689C	1137	21	11.3042
TrG0688W	969	16	10.5948
TrG0685W	1428	22	8.94371
TrG0684C	1608	0	0
TrG0683W	360	1	3.57816
TrG0681C	1620	8	2.80004
TrG0680W	483	46	90.9075
TrG1101W	846	27	21.4975
TrG0679C	225	0	0
TrG0677W	174	0	0
TrG0676C	834	27	21.9308
TrG0674C	2649	16	3.20883
TrG0673C	864	43	33.2513
TrG0669W	2316	40	9.30834
TrG0920W	756	0	0
TrG0668C	1860	31	9.24353
TrG0667C	834	25	20.3063
TrG0666C	1059	7	4.12658
TrG0664W	1011	26	16.2805
TrG0663C	1428	37	15.0417
TrG0977W	633	0	0
TrG0662W	660	29.984	34.4022
TrG0661C	1464	4	1.57833
TrG0659W	1494	127.17	48.9795
TrG0655C	1107	30.985	17.2555
TrG0653W	1074	59	34.1562
TrG0651C	2487	23	4.94513
TrG0649W	2076	54	14.2082
TrG0648W	477	41	83.0537
TrG0646C	744	6	5.74088
TrG0645C	654	289	336.373
TrG0644C	1617	16	5.61227
TrG0643W	1905	27	7.83334
TrG1168C	798	14	12.1031
TrG0642W	747	11	10.4629
TrG0779W	1092	38	21.5346
TrG0639W	1017	80	49.7075
TrG0638W	1116	0	0
TrG0637W	462	0	0
TrG0636W	1656	430	146.678
TrG0635W	522	279	475.684
TrG0633W	1536	70	26.0873
TrG0632C	1983	0	0
TrG0630W	1020	43	26.6151
TrG0628C	972	67	44.1842
TrG0624W	1392	10	4.19227
TrG0623W	2514	3	0.637361
TrG0620C	633	17	20.8386
TrG0619W	2619	80	16.2464
TrG0615W	1437	201.999	81.502
TrG0612C	633	14	17.1612
TrG0608C	5412	5	0.467148
TrG0604C	636	12	14.5988
TrG0598W	1533	6	2.24124
TrG0597W	1104	62.212	34.7664
TrG0594W	2337	0	0
TrG0587C	1311	5	2.25455
TrG0586C	1404	7	2.90436
TrG0583C	936	89.943	62.3741
TrG0578C	210	1	14.2319
TrG0577C	861	9	6.99315
TrG0575C	1050	17	10.1329
TrG0574W	552	379.473	585.214
TrG0573W	990	73	46.9883
TrG0571C	951	517.004	350.991
TrG0567C	261	0	0
TrG0566W	5598	77	6.94437
TrG0563W	582	90	126.687
TrG0562C	1620	120	42.0006
TrG0561W	168	0	0
TrG0558W	207	0	0
TrG0557C	177	0	0
TrG0556W	168	0	0
TrG0554W	1125	120	65.4706
TrG0553C	2790	116	21.9781
TrG0550W	4149	92	11.3721
TrG0750W	828	1	0.820507
TrG0549C	1461	184	72.7816
TrG0547C	8658	822.266	47.2034
TrG0546C	1575	112	40.5211
TrG0544C	4236	76	9.18989
TrG0543W	3189	45	7.37273
TrG0542C	915	28	20.0202
TrG0541W	1011	84.008	52.6034
TrG0540C	192	124.992	2348.27
TrG0539W	390	2	6.06628
TrG0538C	684	8	8.68428
TrG0529C	537	31	50.2041
TrG0528W	870	65	49.7858
TrG0527C	1083	19	10.8821
TrG0524C	2982	32	5.63851
TrG0523C	927	126	88.5205
TrG0518C	2034	35	9.4245
TrG0515C	852	0	0
TrG0514W	777	0	0
TrG0512W	1695	30	9.95921
TrG0507W	705	60	62.2006
TrG0505W	681	16	17.4864
TrG0504W	897	4	2.93823
TrG0499W	309	1	4.9933
TrG0590W	1572	22	7.97742
TrG0498C	795	10	8.6917
TrG0496W	4590	81.039	9.00187
TrG0495C	294	0	0
TrG0494W	1098	12	6.75289
TrG0493C	993	10	6.41116
TrG0731W	1503	31	11.8546
TrG0490C	2589	1	0.205673
TrG0489C	657	21	24.267
TrG0488W	219	0	0
TrG0485W	5139	17	1.6768
TrG0482C	2442	9	1.97458
TrG0480C	1245	37	17.7784
TrG0479W	1017	11	6.83477
TrG0478W	2250	3	0.72104
TrG0474C	906	18	13.0436
TrG0471W	513	64	112.69
TrG0469C	633	1	1.2258
TrG0468C	879	15	11.328
TrG0465W	1896	12	3.5004
TrG0708C	468	511.036	1075.4
TrG0464C	1545	4	1.48043
TrG0462W	1479	36	14.0331
TrG0461W	186	2	41.1245
TrG0460C	1530	7	2.62086
TrG0459C	1197	2	1.00915
TrG0457W	2433	12	2.64357
TrG0456C	1257	12	5.69805
TrG0453C	3609	11	1.5776
TrG0452W	294	6	33.5655
TrG0451C	1080	16	9.19661
TrG0450W	813	31	26.0996
TrG0448W	2247	63	15.1645
TrG0447C	3405	20	3.0532
TrG0807C	588	41	56.7224
TrG0446W	6519	4	0.30784
TrG0444W	2592	31	6.36773
TrG0443C	1218	26	12.8375
TrG0441C	1890	53.051	15.5311
TrG0437C	3114	17	2.85792
TrG0436W	2448	25.094	5.49051
TrG0433W	2274	17	4.0377
TrG0432W	804	70	59.8732
TrG0431C	300	0	0
TrG0429W	2943	72	12.8696
TrG0428C	1719	2	0.653179
TrG0425W	948	6	4.0906
TrG0424W	903	11	8.00713
TrG0423W	942	2	1.37513
TrG0422C	1407	0	0
TrG0418C	3318	51	8.00566
TrG0417W	2685	31.807	6.2851
TrG0416W	372	0	0
TrG0413C	1209	15	7.475
TrG0408C	336	9	37.3193
TrG0397C	720	1	1.00441
TrG0396C	783	23	20.4312
TrG0391C	2370	5	1.13406
TrG0390W	690	8	8.56888
TrG0388C	777	12	10.7785
TrG0386W	264	9	65.3673
TrG0385C	924	24	16.9349
TrG0384C	2403	32	7.14727
TrG1009C	615	0	0
TrG0382W	2541	11	2.30958
TrG0381W	468	17	35.7741
TrG0380C	441	88	208.76
TrG0376W	393	0	0
TrG0375C	2142	72	18.2872
TrG0373W	5526	45	4.11367
TrG0370W	1038	46.198	27.9502
TrG0369W	3393	71	10.8801
TrG0368C	813	16	13.4708
TrG0366W	1407	48	19.8644
TrG0365C	1221	21	10.3371
TrG0363C	3276	41	6.52494
TrG0362W	942	0	0
TrG0360W	348	0	0
TrG0359C	1188	3	1.52809
TrG0356W	1587	26	9.32293
TrG0355C	3666	58	8.1799
TrG0352C	1458	170.914	67.772
TrG0351C	1134	4	2.1604
TrG0350W	1062	12.016	7.05764
TrG0349C	753	9	8.46074
TrG0347C	1260	81.001	38.3488
TrG0346W	1770	10	3.15709
TrG0345W	336	50	207.329
TrG0344C	2241	79.992	19.3123
TrG0342W	243	0	0
TrG0339W	270	62.889	432.044
TrG0338C	1314	21	9.44266
TrG0336W	1677	47	15.7981
TrG0335W	702	6	6.2603
TrG0334W	213	34	461.776
TrG0332W	777	34.966	31.4068
TrG0329C	735	29	28.2498
TrG0326W	783	4	3.55325
TrG0325C	405	0	0
TrG0322W	1254	8.127	3.87043
TrG0320W	222	9	106.891
TrG0318W	1521	14	5.27852
TrG0317C	873	2	1.52464
TrG0315W	2247	127	30.5696
TrG0314C	1389	1	0.420321
TrG0311C	1878	30	8.84711
TrG0310W	1428	31	12.6025
TrG0307C	1104	19	10.6179
TrG0306W	162	1	26.5686
TrG0304W	2163	25	6.28039
TrG0302W	1656	32	10.9156
TrG0301C	1527	25	9.38201
TrG0290C	432	0	0
TrG0286C	1629	8	2.78191
TrG0285W	471	0	0
TrG0283W	1689	3	1.00004
TrG0282C	1920	5.005	1.43906
TrG0280W	1350	5	2.17539
TrG0279W	852	10	7.88422
TrG0277C	1377	19	8.07033
TrG0274W	585	131.684	183.758
TrG0273C	1059	73	43.0343
TrG0266C	1008	13	8.17202
TrG0263W	933	16	11.1437
TrG0262C	234	0	0
TrG0260W	897	62	45.5425
TrG0258C	1566	78	28.4115
TrG0257W	345	18	70.4887
TrG0255W	198	16	274.024
TrG0252W	975	0	0
TrG0248C	25413	3	0.057595
TrG0247W	1785	13	4.06439
TrG0246C	1185	1	0.510978
TrG0243C	381	0	0
TrG0242C	987	0	0
TrG0240W	1458	5	1.98263
TrG0239W	2085	7	1.83282
TrG0238C	3867	2	0.266438
TrG0234W	1041	11	6.6302
TrG0233C	2193	18	4.45245
TrG1119C	1317	18	8.07118
TrG0231W	1353	17	7.37641
TrG0228W	939	0	0
TrG0224W	513	7	12.3255
TrG0223C	1008	39	24.5161
TrG0219C	867	17	13.0831
TrG0552W	861	187	145.302
TrG0218W	552	4	6.1687
TrG0217W	774	31	28.0006
TrG0216C	2946	3	0.53564
TrG0214W	1620	26	9.10013
TrG0212W	2085	18	4.71297
TrG0210W	930	8	5.59598
TrG0209W	1062	2	1.17472
TrG0208C	1500	45.095	17.2856
TrG0207W	2202	11	2.70847
TrG0206W	1476	14	5.47057
TrG0204C	1539	26	9.66721
TrG0201C	975	19	12.4788
TrG0200W	3315	28	4.39955
TrG0197W	1056	0	0
TrG0196W	1350	0	0
TrG0195C	399	0	0
TrG0193C	798	4	3.45802
TrG0192C	804	0	0
TrG0191C	918	0	0
TrG0794W	771	1	0.908333
TrG0190C	1359	1	0.431581
TrG0188C	909	3	2.16422
TrG0186C	2046	6	1.6049
TrG0185W	1206	0	0
TrG0183W	1038	0	0
TrG0182C	909	0	0
TrG0180W	879	0	0
TrG0179W	1614	1	0.351532
TrG0176W	1038	0	0
TrG0173C	1449	0	0
TrG0172C	1080	9	5.17309
TrG0171C	981	37	24.1046
TrG0170W	762	5	4.61962
TrG0169C	1002	40	25.3424
TrG0168C	984	0	0
TrG0166C	2505	125	26.6622
TrG0165W	1518	6	2.26753
TrG0163C	366	4	13.8264
TrG0161C	1590	192	68.6934
TrG0159W	1584	2	0.718748
TrG0158W	171	1	24.5891
TrG0152C	1659	5	1.70195
TrG0149C	1428	2	0.813064
TrG0148W	471	208.999	434.202
TrG0147C	3576	37	5.35896
TrG0145C	1497	66	25.3593
TrG0144C	1356	149.491	64.6907
TrG0143C	3072	351	59.8824
TrG0141W	195	0	0
TrG0140C	2415	0	0
TrG0138C	234	0	0
TrG0137C	237	2	19.4399
TrG0136W	453	0	0
TrG0135W	1905	3	0.870371
TrG0134W	1170	4	2.07685
TrG0132W	1248	1	0.479068
TrG0131C	915	179	127.986
TrG0130W	123	0	0
TrG0128W	5592	0	0
TrG0127W	1032	0	0
TrG0819C	1845	0	0
TrG0126C	2973	4	0.707134
TrG0124W	822	4	3.31579
TrG0122W	1980	4	1.1105
TrG0116W	1833	9	2.72907
TrG0115C	1350	69	30.0204
TrG0114W	792	16	13.982
TrG0113W	2004	19	5.20313
TrG0112C	1107	0	0
TrG0107W	1386	8	3.37136
TrG0105C	987	40	25.8502
TrG0101C	201	2	32.7162
TrG0099C	4866	61	6.37175
TrG0098W	1158	2	1.05199
TrG0097C	399	6.954	20.1354
TrG0093C	2073	3	0.790635
TrG0092C	546	0	0
TrG0090C	384	0	0
TrG0089W	1182	0	0
TrG0087C	309	1161.01	5797.27
TrG0086C	1833	10	3.0323
TrG0083C	2214	10	2.44728
TrG0082W	4629	0	0
TrG0080W	864	7	5.41301
TrG0074W	2262	65.003	15.5306
TrG0073C	705	23	23.8436
TrG0072W	2370	11	2.49492
TrG0071W	1482	7	2.72208
TrG0070W	1194	577.611	292.364
TrG0064W	4164	0	0
TrG0063C	1467	0	0
TrG0062W	630	1	1.23519
TrG0061C	1500	0	0
TrG0060C	162	0	0
TrG0056W	1293	0	0
TrG0053C	1851	112	33.5825
TrG0052C	78	0	0
TrG0050C	1134	1	0.540101
TrG0049C	1347	5	2.18128
TrG0048W	819	14	11.6652
TrG0045W	1119	3	1.64793
TrG0043C	816	129.751	108.673
TrG0041C	1446	76	30.4356
TrG0040W	2340	5	1.15025
TrG1128W	405	0	0
TrG0039W	1677	9	3.02516
TrG0038C	855	1	0.784583
TrG0037W	759	0	0
TrG0036W	2415	0	0
TrG0035W	1509	3	1.1418
TrG0034W	1161	1	0.524282
TrG0032W	951	5	3.39447
TrG0031C	315	0	0
TrG0027C	2058	1	0.265718
TrG0025C	1167	0	0
TrG0024W	1413	2	0.823454
TrG0023W	771	0	0
TrG0019C	1482	1759.88	684.361
TrG0018C	1422	1061.48	433.716
TrG0016W	1797	2	0.620474
TrG0014C	984	7	4.54197
TrG0008C	1683	2	0.669465
TrG0007C	777	0	0
TrG0367W	435	301.911	736.033
TrG0005W	1068	0	0
TrG0004C	1083	0	0
TrG0001W	108	0	0
TrF1211C	114	0	0
TrF1210C	165	0	0
TrF1207W	960	2	1.34085
TrG0235C	1251	18	8.59766
TrF1206C	708	0	0
TrF1204C	1446	0	0
TrF1202W	1389	0	0
TrF1200C	693	0	0
TrF1199C	588	4	5.53389
TrF1196C	843	0	0
TrF1195W	834	0	0
TrF1194W	858	0	0
TrF1191W	555	9	13.7481
TrF1189C	1455	3	1.19251
TrF1188C	105	0	0
TrF1187C	1644	10	3.44025
TrF1186W	1650	24	8.22149
TrF1183C	441	14	33.2119
TrF1182C	1578	67.827	24.4845
TrF1179C	627	4	4.97889
TrF1175C	231	69.001	724.384
TrF1174C	1662	3	1.01902
TrF1169C	2661	303	60.4661
TrF1166W	336	1	4.14659
TrF1165C	1392	57.009	23.8997
TrF1161W	6870	228.843	16.6794
TrF1160W	1836	38	11.5011
TrF1159C	702	10	10.4338
TrF1158W	5058	75	7.52198
TrF1154C	666	41	46.3807
TrF1153W	702	12	12.5206
TrF1152C	159	7	189.994
TrF1151C	1272	0	0
TrF1149W	1908	14	4.05443
TrF1143C	1476	26	10.1596
TrF1142W	669	0	0
TrF1141W	1800	0	0
TrF1139C	894	0	0
TrF1138C	1563	0	0
TrF1137W	1602	7	2.48239
TrF1135C	2802	2	0.377158
TrF1133C	1134	3	1.6203
TrF1128W	2214	24	5.87347
TrF1127W	774	0	0
TrF1126C	2625	2	0.405139
TrF1123W	1143	104	55.6112
TrF1121C	468	0	0
TrF1120W	1485	0	0
TrF1113C	1419	3	1.2289
TrF1112C	777	0	0
TrF1110C	951	19	12.899
TrF1107C	1020	0	0
TrF1106C	1623	0	0
TrF1104W	1542	35	12.9836
TrF1101C	1320	13	5.81301
TrF1100C	1311	5	2.25455
TrF1099W	1779	4	1.25545
TrF1097W	1962	0	0
TrF1096C	975	0	0
TrF1092C	1272	463	216.654
TrF1091C	1212	0	0
TrF1089W	855	6	4.7075
TrG0782W	1248	24.03	11.512
TrF1088C	1080	8	4.5983
TrF1086C	729	1	0.986028
TrF1085W	1368	3	1.28442
TrF1081C	1029	12	7.34284
TrF1078C	831	0	0
TrF1076W	108	0	0
TrF1073C	876	4	3.03501
TrF1072W	498	0	0
TrF1067W	378	28.999	93.7149
TrF1064C	1077	3	1.73054
TrG0321W	1368	212.876	91.1408
TrF1061W	1737	82	26.4585
TrF1059C	975	2	1.31355
TrF1058W	1299	56	25.5368
TrF1055W	1572	16	5.80176
TrF1054W	2118	1	0.257233
TrF1052W	1545	7.193	2.66212
TrF1050C	1062	15	8.81043
TrF1049W	1083	112	64.1474
TrF1044W	408	55	152.262
TrF1043W	2970	38.035	6.73127
TrF1042C	2238	81	19.585
TrF1040C	1281	39	18.0918
TrF1039C	921	16.277	11.5356
TrF1034W	2271	1	0.237863
TrF1033C	114	0	0
TrF1031C	1173	3	1.55263
TrF1030W	171	0	0
TrF1176C	2229	196	47.6051
TrF1028W	1284	17	7.86354
TrF1025W	933	5	3.4824
TrF1024C	504	6	10.9221
TrF1023W	1764	100	31.6951
TrF1022C	951	71.28	48.3919
TrF1020W	1494	0	0
TrF1019C	696	0	0
TrF1017C	1458	93	36.8769
TrF1016C	2016	79	21.4879
TrG0569C	933	25	17.412
TrF1013C	1059	0	0
TrF1010W	807	0	0
TrF1009C	1476	13	5.07981
TrF1007C	705	28.999	30.0622
TrF1006W	2559	9	1.87499
TrF1003W	606	282.733	372.01
TrF1002C	1065	2	1.17046
TrF1001C	996	12	7.66296
TrF1000W	963	281.633	188.033
TrF0998W	1911	45	13.0087
TrF0994W	2814	46	8.6342
TrF0989W	1095	15	8.47071
TrF0984W	378	2	6.46342
TrF0983C	2517	12	2.54609
TrF0982C	1533	97	36.2334
TrF0981W	852	1	0.788422
TrF0979W	2118	123	31.6396
TrF0975C	1710	0	0
TrF0974C	546	20.038	31.5046
TrF0973C	4605	31	3.43168
TrF0972W	909	30	21.6422
TrF0967C	1473	31	12.1429
TrF0963C	399	158	457.49
TrF0962C	861	29	22.5335
TrF0959C	1752	69	22.0432
TrF0957W	639	11	13.2822
TrF0954C	2232	51	12.3684
TrF0953C	165	0	0
TrF0952C	1275	12	5.59897
TrF0951C	717	131	132.403
TrF0949C	1827	1	0.304376
TrF0946W	1131	173	93.7518
TrF0942C	1161	54	28.3112
TrF0940W	1248	9.974	4.77822
TrF0939C	858	15	11.7117
TrF0938W	2349	3	0.687206
TrF0937C	3486	19	2.82818
TrF0935C	720	29.135	29.2638
TrF0931W	2397	3	0.67192
TrF0929C	1209	0	0
TrF0927W	4533	41	4.61479
TrF0923W	1593	5	1.78493
TrF0918C	924	96.997	68.4433
TrF0917W	759	0	0
TrF0916W	2031	90.214	24.3327
TrF0911C	570	207	301.923
TrF0910W	2322	7	1.62427
TrF0905W	429	23	57.6397
TrF0904C	2073	33	8.69698
TrF0903C	966	1	0.664908
TrF0902C	630	0	0
TrF0897C	273	11	73.4994
TrG0068W	1671	226.07	76.3074
TrF0895W	2310	15	3.50074
TrF0893C	195	1	17.9427
TrF0892C	1680	17	5.7023
TrF0891W	420	0	0
TrF0890C	747	168	159.797
TrF0888C	1134	47	25.3848
TrF0887W	747	38	36.1446
TrF0886C	1494	40	15.406
TrF0881C	1230	24	11.7065
TrF0878W	2457	78	16.9973
TrF0877C	678	2	2.20072
TrF0876W	2622	22	4.46214
TrF0870C	237	11	106.919
TrF0869C	1497	40	15.3692
TrF0868C	3027	80	13.8687
TrF0863W	612	0	0
TrF0860C	444	1	2.34006
TrF0856C	1092	96	54.4032
TrF0855W	957	47.367	31.8884
TrF1093W	1419	0	0
TrF0854C	885	301.157	225.321
TrF0853W	5382	22	2.06744
TrF0852W	2517	110	23.3391
TrF0851C	1161	30	15.7284
TrF0850W	609	2	2.61022
TrF0849C	534	10	16.3587
TrF0847W	1179	45	23.1408
TrF0846C	1881	44	12.952
TrF0844W	3258	110	17.6103
TrF0842W	2301	23	5.39124
TrF0838C	2499	34	7.27137
TrF0836C	1134	0	0
TrF0834C	792	71	62.0452
TrF0833W	558	1	1.51328
TrF0827C	195	34	610.052
TrF0825C	507	19	34.2007
TrF0824C	180	13.966	311.624
TrF0822C	442	18	42.5078
TrG0348C	399	25	72.3876
TrF0816C	1623	24	8.3819
TrF0814C	1518	14	5.2909
TrF0813W	1779	9	2.82477
TrF0811W	318	1	4.67991
TrF0808W	330	339	1461.64
TrF0805C	6006	19	1.59231
TrF0804W	1746	75	24.0553
TrF0803C	1464	4	1.57833
TrF0802C	1326	56	24.9024
TrF0796C	432	16	39.5502
TrF0793W	465	8	17.0545
TrF0792W	1668	87	29.4275
TrF0790W	3978	5	0.646319
TrF0788C	1032	26	15.8493
TrF0787C	1443	8.118	3.25905
TrF0786W	1245	129	61.9841
TrF0784W	171	1	24.5891
TrF1056C	1191	0	0
TrF0884C	339	0	0
TrF0782W	1239	72	34.8034
TrF0781C	1503	59	22.562
TrF0780C	7653	50	3.25941
TrF0776C	1545	34	12.5837
TrF0775W	2859	12.138	2.23911
TrF0773C	762	40	36.9569
TrF0771C	834	5	4.06125
TrF0770C	5763	105.445	9.22564
TrF0769W	1554	14	5.14604
TrF0768C	291	0	0
TrF0766W	1485	4	1.55173
TrF0765W	633	0	0
TrF0763C	1359	12	5.17898
TrF0762C	2232	8	1.94014
TrF0758W	996	18	11.4944
TrF0757C	1011	3	1.87852
TrF0756C	453	81	182.019
TrF0754C	1521	0	0
TrF0751W	1020	56	34.6615
TrG0693W	633	44	53.9352
TrF0750W	927	1	0.702544
TrF0749W	459	0	0
TrF0748W	1383	2	0.845052
TrF0745W	1386	41	17.2782
TrF0744W	2226	0	0
TrF0742C	774	0	0
TrF0741C	480	1	2.00062
TrF0740C	2430	2	0.441199
TrF0739W	228	5	54.6408
