#gene_id	length	counts	tpm
TrG0630W	1020	113	63.4522
TrG0628C	972	51	30.5724
TrG0624W	1392	7	2.63651
TrG0623W	2514	6	1.13387
TrG0620C	633	12	13.742
TrG0619W	2619	71.032	12.8255
TrG0615W	1437	234	84.759
TrG0612C	633	18	20.613
TrG0608C	5412	7	0.578438
TrG0604C	636	12	13.6322
TrG0598W	1533	5	1.67428
TrG0597W	1104	87	43.9781
TrG0594W	2337	0	0
TrG0587C	1311	1	0.405731
TrG0586C	1404	3	1.11806
TrG0583C	936	184.483	116.491
TrG0578C	210	1	15.1622
TrG0577C	861	7	4.97242
TrG0575C	1050	11	5.94156
TrG0574W	552	414.668	606.715
TrG0573W	990	68	39.7568
TrG0571C	951	599.178	370.114
TrG0567C	261	0	0
TrG0566W	5598	78	6.22077
TrG0563W	582	71	94.1938
TrG0562C	1620	66	20.6845
TrG0561W	168	0	0
TrG0558W	207	0	0
TrG0557C	177	0	0
TrG0556W	168	0	0
TrG0554W	1125	59	29.0984
TrG0553C	2790	114	19.1914
TrG0550W	4149	109.788	12.0201
TrG0750W	828	2	1.50339
TrG0549C	1461	182	64.6039
TrG0547C	8658	1143	57.9341
TrG0546C	1575	189.086	61.2911
TrG0544C	4236	72	7.71035
TrG0543W	3189	36	5.23426
TrG0542C	915	28	18.248
TrG0541W	1011	93	52.8493
TrG0540C	192	120	1977.5
TrG0539W	390	0	0
TrG0538C	684	5	5.03659
TrG0529C	537	17	26.221
TrG0528W	870	51	35.6917
TrG0527C	1083	27	13.9975
TrG0524C	2982	46	7.19724
TrG0523C	927	147	94.0757
TrG0518C	2034	19	4.5633
TrG0515C	852	0	0
TrG0514W	777	0	0
TrG0512W	1695	18	5.34594
TrG0507W	705	71	68.1418
TrG0505W	681	19	19.2755
TrG0504W	897	34.388	23.0444
TrG0499W	309	0	0
TrG0590W	1572	103	33.4632
TrG0498C	795	5	3.99068
TrG0496W	4590	66.824	6.57068
TrG0495C	294	2	12.245
TrG0494W	1098	12	6.10948
TrG0493C	993	4	2.32904
TrG0731W	1503	24	8.23084
TrG0490C	2589	2	0.365775
TrG0489C	657	54	58.0977
TrG0488W	219	0	0
TrG0485W	5139	15	1.30889
TrG0482C	2442	9	1.75699
TrG0480C	1245	29	12.5563
TrG0479W	1017	13	7.32882
TrG0478W	2250	1	0.214077
TrG0474C	906	27	17.8413
TrG0471W	513	69	116.528
TrG0469C	633	0	0
TrG0468C	879	9	6.20674
TrG0465W	1896	10	2.6046
TrG0708C	468	580.166	1191.21
TrG0464C	1545	6	1.99034
TrG0462W	1479	132	46.1625
TrG0461W	186	2	33.0766
TrG0460C	1530	10	3.35648
TrG0459C	1197	1	0.455208
TrG0457W	2433	4	0.784121
TrG0456C	1257	12.937	5.53407
TrG0453C	3609	23	2.92445
TrG0452W	294	3	18.3675
TrG0451C	1080	17	8.84559
TrG0450W	813	24	18.5312
TrG0448W	2247	61	13.0784
TrG0447C	3405	35	4.73911
TrG0807C	588	33	42.9798
TrG0446W	6519	7	0.476097
TrG0444W	2592	14	2.55713
TrG0443C	1218	23	10.2398
TrG0441C	1890	85	22.2207
TrG0437C	3114	17	2.53674
TrG0436W	2448	28	5.45118
TrG0433W	2274	16	3.38436
TrG0432W	804	77.824	61.0853
TrG0431C	300	3	17.408
TrG0429W	2943	78	12.3815
TrG0428C	1719	4	1.16842
TrG0425W	948	2	1.2408
TrG0424W	903	3	1.9916
TrG0423W	942	0	0
TrG0422C	1407	2	0.743419
TrG0418C	3318	69	9.60882
TrG0417W	2685	14	2.45898
TrG0416W	372	0	0
TrG0413C	1209	3	1.34832
TrG0408C	336	1	4.35288
TrG0397C	720	0	0
TrG0396C	783	21	17.1461
TrG0391C	2370	11	2.22078
TrG0390W	690	7	6.9527
TrG0388C	777	20	16.5194
TrG0386W	264	9	74.7364
TrG0385C	924	30	19.286
TrG0384C	2403	21	4.17432
TrG1009C	615	0	0
TrG0382W	2541	14	2.61436
TrG0381W	468	17	34.9048
TrG0380C	441	95	222.712
TrG0376W	393	1	3.02058
TrG0375C	2142	51	11.5451
TrG0373W	5526	46	3.71884
TrG0370W	1038	73.005	40.0432
TrG0369W	3393	74	10.0582
TrG0368C	813	31	23.936
TrG0366W	1407	53	19.7006
TrG0365C	1221	16	7.10103
TrG0363C	3276	45	6.35395
TrG0362W	942	5	3.12936
TrG0360W	348	0	0
TrG0359C	1188	1	0.459633
TrG0356W	1587	53	17.024
TrG0355C	3666	112	14.0023
TrG0352C	1458	231.085	82.2332
TrG0351C	1134	1	0.488101
TrG0350W	1062	13	6.9165
TrG0349C	753	10	8.66207
TrG0347C	1260	118	50.3232
TrG0346W	1770	12	3.38669
TrG0345W	336	27	117.528
TrG0344C	2241	85.936	18.4806
TrG0342W	243	2	21.1243
TrG0339W	270	86.183	669.797
TrG0338C	1314	27	10.9235
TrG0336W	1677	37.837	11.3803
TrG0335W	702	1	0.966255
TrG0334W	213	28	414.36
TrG0332W	777	14	11.5636
TrG0329C	735	13	11.6881
TrG0326W	783	15	12.2472
TrG0325C	405	1	2.82517
TrG0322W	1254	11	4.71953
TrG0320W	222	10	135.264
TrG0318W	1521	15	5.07072
TrG0317C	873	6	4.17842
TrG0315W	2247	242.667	52.0279
TrG0314C	1389	0	0
TrG0311C	1878	44	11.5879
TrG0310W	1428	19	6.93527
TrG0307C	1104	18	9.09891
TrG0306W	162	4	75.8289
TrG0304W	2163	36	8.05948
TrG0302W	1656	39	11.907
TrG0301C	1527	16	5.38311
TrG0290C	432	0	0
TrG0286C	1629	16	4.9814
TrG0285W	471	3	6.07301
TrG0283W	1689	2.791	0.83252
TrG0282C	1920	3	0.770067
TrG0280W	1350	4	1.56474
TrG0279W	852	25	18.0294
TrG0277C	1377	32	12.2148
TrG0274W	585	204	268.148
TrG0273C	1059	55	29.3723
TrG0266C	1008	23	13.1229
TrG0263W	933	29	18.3935
TrG0262C	234	3	35.3099
TrG0260W	897	60	40.2079
TrG0258C	1566	90	29.3743
TrG0257W	345	23	93.9086
TrG0255W	198	20	324.633
TrG0252W	975	0	0
TrG0248C	25413	3	0.05076
TrG0247W	1785	28	7.82444
TrG0246C	1185	0	0
TrG0243C	381	0	0
TrG0242C	987	0	0
TrG0240W	1458	0	0
TrG0239W	2085	7	1.63418
TrG0238C	3867	4	0.4722
TrG0234W	1041	14	7.64937
TrG0233C	2193	14	3.08555
TrG1119C	1317	9	3.63081
TrG0231W	1353	21	8.19231
TrG0228W	939	1	0.628644
TrG0224W	513	9	15.1993
TrG0223C	1008	34	19.399
TrG0219C	867	27	18.9893
TrG0552W	861	172	122.179
TrG0218W	552	5.009	7.32829
TrG0217W	774	27	22.4315
TrG0216C	2946	3	0.475681
TrG0214W	1620	20	6.26802
TrG0212W	2085	16	3.73527
TrG0210W	930	1	0.637103
TrG0209W	1062	0	0
TrG0208C	1500	47	16.1578
TrG0207W	2202	28	6.14246
TrG0206W	1476	13	4.55754
TrG0204C	1539	81	26.9959
TrG0201C	975	27	16.1176
TrG0200W	3315	18	2.50911
TrG0197W	1056	0	0
TrG0196W	1350	0	0
TrG0195C	399	0	0
TrG0193C	798	5	3.96839
TrG0192C	804	1	0.784917
TrG0191C	918	0	0
TrG0794W	771	0	0
TrG0190C	1359	0	0
TrG0188C	909	0	0
TrG0186C	2046	3	0.715674
TrG0185W	1206	0	0
TrG0183W	1038	0	0
TrG0182C	909	0	0
TrG0180W	879	1	0.689638
TrG0179W	1614	0	0
TrG0176W	1038	0	0
TrG0173C	1449	0	0
TrG0172C	1080	10	5.20329
TrG0171C	981	33	19.5349
TrG0170W	762	3	2.55202
TrG0169C	1002	31	17.8307
TrG0168C	984	2	1.17901
TrG0166C	2505	150	28.4606
TrG0165W	1518	13	4.40512
TrG0163C	366	2	7.10683
TrG0161C	1590	190	60.8915
TrG0159W	1584	8	2.57549
TrG0158W	171	2	34.6669
TrG0152C	1659	9	2.74186
TrG0149C	1428	3.223	1.17653
TrG0148W	471	285	576.935
TrG0147C	3576	45	5.77873
TrG0145C	1497	81	27.9141
TrG0144C	1356	55	21.3972
TrG0143C	3072	466.936	70.7175
TrG0141W	195	0	0
TrG0140C	2415	0	0
TrG0138C	234	0	0
TrG0137C	237	3	34.0635
TrG0136W	453	0	0
TrG0135W	1905	10	2.59033
TrG0134W	1170	4	1.87498
TrG0132W	1248	0	0
TrG0131C	915	110	71.6887
TrG0130W	123	0	0
TrG0128W	5592	0	0
TrG0127W	1032	0	0
TrG0819C	1845	0	0
TrG0126C	2973	4	0.627924
TrG0124W	822	7	5.31821
TrG0122W	1980	1	0.247724
TrG0116W	1833	11	2.97996
TrG0115C	1350	38	14.8651
TrG0114W	792	38	30.5006
TrG0113W	2004	2	0.488621
TrG0112C	1107	0	0
TrG0107W	1386	10	3.78655
TrG0105C	987	49	28.7667
TrG0101C	201	38	609.85
TrG0099C	4866	35	3.23519
TrG0098W	1158	1	0.475025
TrG0097C	399	4	11.6808
TrG0093C	2073	2	0.470002
TrG0092C	546	1	1.49385
TrG0090C	384	0	0
TrG0089W	1182	7	3.23842
TrG0087C	309	1514.21	8123.02
TrG0086C	1833	22	5.95992
TrG0083C	2214	38	8.28495
TrG0082W	4629	0	0
TrG0080W	864	7	4.94766
TrG0074W	2262	67.203	14.3003
TrG0073C	705	20.999	20.1533
TrG0072W	2370	7	1.41322
TrG0071W	1482	20	6.97711
TrG0070W	1194	707.02	322.877
TrG0064W	4164	0	0
TrG0063C	1467	0	0
TrG0062W	630	2	2.30896
TrG0061C	1500	0	0
TrG0060C	162	0	0
TrG0056W	1293	0	0
TrG0053C	1851	275	73.655
TrG0052C	78	0	0
TrG0050C	1134	1	0.488101
TrG0049C	1347	3	1.1768
TrG0048W	819	22	16.8043
TrG0045W	1119	2	0.993292
TrG0043C	816	1321.77	1015.06
TrG0041C	1446	93	33.4302
TrG0040W	2340	5	1.02402
TrG1128W	405	0	0
TrG0039W	1677	14	4.21085
TrG0038C	855	6	4.30516
TrG0037W	759	0	0
TrG0036W	2415	0	0
TrG0035W	1509	0	0
TrG0034W	1161	20	9.46879
TrG0032W	951	4	2.47081
TrG0031C	315	0	0
TrG0027C	2058	0	0
TrG0025C	1167	0	0
TrG0024W	1413	2	0.739543
TrG0023W	771	0	0
TrG0019C	1482	1	0.348856
TrG0018C	1422	0	0
TrG0016W	1797	0	0
TrG0014C	984	3	1.76852
TrG0008C	1683	0	0
TrG0007C	777	0	0
TrG0367W	435	333.108	804.864
TrG0005W	1068	1	0.528077
TrG0004C	1083	0	0
TrG0001W	108	0	0
TrF1211C	114	0	0
TrF1210C	165	0	0
TrF1207W	960	0	0
TrG0235C	1251	25	10.7587
TrF1206C	708	0	0
TrF1204C	1446	1	0.359464
TrF1202W	1389	0	0
TrF1200C	693	2	1.9727
TrF1199C	588	7	9.11692
TrF1196C	843	0	0
TrF1195W	834	0	0
TrF1194W	858	1	0.713919
TrF1191W	555	39.993	57.9199
TrF1189C	1455	7	2.49726
TrF1188C	105	1	87.9076
TrF1187C	1644	15	4.61937
TrF1186W	1650	47	14.4114
TrF1183C	441	15	35.1651
TrF1182C	1578	76	24.5787
TrF1179C	627	1	1.16391
TrF1175C	231	64.916	791.35
TrF1174C	1662	2	0.607996
TrF1169C	2661	320	56.7675
TrF1166W	336	1	4.35288
TrF1165C	1392	92	34.6513
TrF1161W	6870	237	15.263
TrF1160W	1836	33	8.92284
TrF1159C	702	23	22.2239
TrF1158W	5058	64	5.67894
TrF1154C	666	49	51.5493
TrF1153W	702	4	3.86502
TrF1152C	159	4	78.5639
TrF1151C	1272	0	0
TrF1149W	1908	6	1.55136
TrF1143C	1476	4	1.40232
TrF1142W	669	0	0
TrF1141W	1800	1	0.276719
TrF1139C	894	0	0
TrF1138C	1563	0	0
TrF1137W	1602	1	0.317611
TrF1135C	2802	2	0.3351
TrF1133C	1134	2	0.976203
TrF1128W	2214	27	5.88667
TrF1127W	774	1	0.830795
TrF1126C	2625	7	1.26071
TrF1123W	1143	269	129.958
TrF1121C	468	2	4.10644
TrF1120W	1485	0	0
TrF1113C	1419	2	0.735707
TrF1112C	777	0	0
TrF1110C	951	112.999	69.8001
TrF1107C	1020	0	0
TrF1106C	1623	0	0
TrF1104W	1542	47	15.6276
TrF1101C	1320	2	0.804559
TrF1100C	1311	10	4.05731
TrF1099W	1779	0	0
TrF1097W	1962	0	0
TrF1096C	975	0	0
TrF1092C	1272	356.093	150.058
TrF1091C	1212	2	0.896039
TrF1089W	855	30	21.5258
TrG0782W	1248	10	4.31659
TrF1088C	1080	7	3.6423
TrF1086C	729	0	0
TrF1085W	1368	16	6.15709
TrF1081C	1029	12	6.6592
TrF1078C	831	0	0
TrF1076W	108	0	0
TrF1073C	876	7	4.85102
TrF1072W	498	0	0
TrF1067W	378	40	131.946
TrF1064C	1077	2	1.04449
TrG0321W	1368	35	13.4686
TrF1061W	1737	105	30.2966
TrF1059C	975	1	0.596947
TrF1058W	1299	26	10.6711
TrF1055W	1572	11	3.57374
TrF1054W	2118	1	0.229303
TrF1052W	1545	12	3.98068
TrF1050C	1062	21	11.1728
TrF1049W	1083	237.904	123.336
TrF1044W	408	54	150.128
TrF1043W	2970	35	5.50042
TrF1042C	2238	71	15.2917
TrF1040C	1281	129	53.8805
TrF1039C	921	18	11.6242
TrF1034W	2271	3	0.635516
TrF1033C	114	0	0
TrF1031C	1173	1	0.467202
TrF1030W	171	0	0
TrF1176C	2229	289.738	62.6884
TrF1028W	1284	38	15.8252
TrF1025W	933	2	1.26852
TrF1024C	504	2	3.50219
TrF1023W	1764	72	20.4013
TrF1022C	951	124.425	76.8576
TrF1020W	1494	0	0
TrF1019C	696	0	0
TrF1017C	1458	45	16.0136
TrF1016C	2016	64.176	15.5716
TrG0569C	933	22	13.9537
TrF1013C	1059	2	1.06808
TrF1010W	807	0	0
TrF1009C	1476	34	11.9197
TrF1007C	705	17.044	16.3581
TrF1006W	2559	8	1.48221
TrF1003W	606	384.916	475.205
TrF1002C	1065	2	1.0601
TrF1001C	996	35	20.296
TrF1000W	963	127.992	77.7086
TrF0998W	1911	64	16.5178
TrF0994W	2814	347.388	57.9311
TrF0989W	1095	26	13.2849
TrF0984W	378	3	9.89595
TrF0983C	2517	26	4.90691
TrF0982C	1533	189	63.2878
TrF0981W	852	3	2.16352
TrF0979W	2118	146	33.4782
TrF0975C	1710	0	0
TrF0974C	546	25	37.3463
TrF0973C	4605	29.159	2.85727
TrF0972W	909	32	21.0476
TrF0967C	1473	85	29.8731
TrF0963C	399	131.998	385.461
TrF0962C	861	21	14.9173
TrF0959C	1752	84.626	24.1721
TrF0957W	639	24	27.0483
TrF0954C	2232	41	8.85734
TrF0953C	165	0	0
TrF0952C	1275	13	5.46198
TrF0951C	717	156	145.784
TrF0949C	1827	1	0.271944
TrF0946W	1131	282.997	138.608
TrF0942C	1161	50	23.672
TrF0940W	1248	12	5.17991
TrF0939C	858	25	17.848
TrF0938W	2349	6.992	1.42572
TrF0937C	3486	22	2.90403
TrF0935C	720	77	71.4878
TrF0931W	2397	2	0.398672
TrF0929C	1209	0	0
TrF0927W	4533	78.017	7.77366
TrF0923W	1593	5	1.5988
TrF0918C	924	43	27.6432
TrF0917W	759	0	0
TrF0916W	2031	70.024	16.8464
TrF0911C	570	230	316.964
TrF0910W	2322	4	0.826375
TrF0905W	429	28	69.7536
TrF0904C	2073	26	6.11003
TrF0903C	966	0	0
TrF0902C	630	3	3.46344
TrF0897C	273	11	82.7772
TrG0068W	1671	197.791	59.7441
TrF0895W	2310	15.004	3.11797
TrF0893C	195	1	16.3731
TrF0892C	1680	50	15.0069
TrF0891W	420	0	0
TrF0890C	747	187	163.981
TrF0888C	1134	34	16.5954
TrF0887W	747	51	44.722
TrF0886C	1494	39	13.4728
TrF0881C	1230	11	4.83656
TrF0878W	2457	96	18.6131
TrF0877C	678	12	12.2615
TrF0876W	2622	29	5.22957
TrF0870C	237	3	34.0635
TrF0869C	1497	32	11.0278
TrF0868C	3027	52	8.00359
TrF0863W	612	0	0
TrF0860C	444	3	6.92751
TrF0856C	1092	82	42.05
TrF0855W	957	65.014	39.8126
TrF1093W	1419	0	0
TrF0854C	885	396.827	271.035
TrF0853W	5382	11	0.9143
TrF0852W	2517	115	21.7037
TrF0851C	1161	17	8.04847
TrF0850W	609	4	4.89578
TrF0849C	534	8	12.4747
TrF0847W	1179	197	91.4365
TrF0846C	1881	37	9.7263
TrF0844W	3258	79	11.2217
TrF0842W	2301	18	3.75699
TrF0838C	2499	22	4.18541
TrF0836C	1134	5	2.44051
TrF0834C	792	49	39.3297
TrF0833W	558	2	2.86737
TrF0827C	195	40.145	657.296
TrF0825C	507	15	25.9469
TrF0824C	180	12	201.193
TrF0822C	442	20	46.6517
TrG0348C	399	16	46.7232
TrF0816C	1623	27	8.44318
TrF0814C	1518	24	8.13253
TrF0813W	1779	10	2.8055
TrF0811W	318	2	9.97757
TrF0808W	330	289	1314.8
TrF0805C	6006	13	0.963149
TrF0804W	1746	38	10.898
TrF0803C	1464	3.004	1.06352
TrF0802C	1326	64	25.6007
TrF0796C	432	13	31.8913
TrF0793W	465	9	18.7439
TrF0792W	1668	83.332	25.2246
TrF0790W	3978	3	0.343571
TrF0788C	1032	21	11.6082
TrF0787C	1443	9	3.2434
TrF0786W	1245	242.249	104.888
TrF0784W	171	1	17.3334
TrF1056C	1191	1	0.458148
TrF0884C	339	0	0
TrF0782W	1239	99	43.128
TrF0781C	1503	73	25.0355
TrF0780C	7653	45	2.59102
TrF0776C	1545	21	6.9662
TrF0775W	2859	23	3.76907
TrF0773C	762	23	19.5655
TrF0771C	834	5	3.71912
TrF0770C	5763	57	4.40959
TrF0769W	1554	44	14.4942
TrF0768C	291	0	0
TrF0766W	1485	24	8.352
TrF0765W	633	0	0
TrF0763C	1359	25	9.6994
TrF0762C	2232	19	4.10462
TrF0758W	996	16	9.27818
TrF0757C	1011	17	9.66063
TrF0756C	453	130	287.031
TrF0754C	1521	1	0.338048
TrF0751W	1020	63	35.376
TrG0693W	633	42.37	48.5214
TrF0750W	927	0	0
TrF0749W	459	1	2.14406
TrF0748W	1383	1	0.379669
TrF0745W	1386	106	40.1374
TrF0744W	2226	5	1.08346
TrF0742C	774	0	0
TrF0741C	480	2	3.88436
TrF0740C	2430	2	0.392603
TrF0739W	228	1	12.6288
TrF0738W	651	2	2.18483
