#gene_id	length	counts	tpm
TrG0877C	1128	11	5.2368
TrG0876W	2682	39	6.7946
TrG0874W	459	63	117.712
TrG0871W	432	10	21.1764
TrG0870C	1677	44	12.9938
TrG0869W	294	39	196.368
TrG0868C	1155	154.443	71.3776
TrG0867W	918	1	0.621548
TrG0865W	1425	3	1.07293
TrG0864W	831	0	0
TrG0863C	3735	0	0
TrG0860W	1125	0	0
TrG0859W	1461	1	0.347177
TrG0856C	1518	3	0.995399
TrG0855W	1446	9	3.16317
TrG0852W	1095	115	56.8396
TrG0848C	414	0	0
TrG0847C	474	0	0
TrG0846C	591	0	0
TrG0845W	1005	0	0
TrG0841C	3456	0	0
TrG0839C	318	0	0
TrG0838W	4689	7	0.670494
TrG0837C	1851	18	4.74468
TrG0835C	1158	0	0
TrG0834C	270	0	0
TrG0829W	1077	51	25.7435
TrG0828C	945	17	10.1669
TrG0827C	1770	1	0.277467
TrG0826W	663	93	91.8737
TrG0823W	1596	0	0
TrG0822C	684	13	12.2478
TrG0814C	405	20	48.6899
TrG0812W	1224	15	6.45066
TrG0808C	1191	6	2.66897
TrG0802C	1851	2	0.527187
TrG0798C	1242	21	8.87012
TrG0796C	1287	33	13.3447
TrG0793W	1656	21	6.29298
TrG0791C	1113	5	2.42085
TrG0789C	3792	0	0
TrG0787W	777	0	0
TrG0780C	132	0	0
TrG0774W	1656	15	4.49499
TrG0773W	174	0	0
TrG0772C	4476	57	5.73369
TrG0770W	1392	0	0
TrG0769C	2778	17	2.85011
TrG0768C	3681	5	0.618856
TrG0767W	237	0	0
TrG0765C	684	22	20.7271
TrG0764C	1278	7	2.85504
TrG0763W	2628	30	5.34436
TrG0762W	738	38	31.9941
TrG0760C	3342	30	4.11776
TrG0759C	2364	1	0.200195
TrG0757C	1809	1	0.270609
TrG0756W	1797	1	0.272683
TrG0754W	321	0	0
TrG0753C	1995	3	0.726224
TrG0751W	1866	8	2.0894
TrG0748C	792	14	10.6537
TrG0747C	639	0	0
TrG0745C	1749	33	9.2831
TrG0743W	1032	8	4.26508
TrG0742C	1128	11	5.2368
TrG0734C	1257	41	17.0647
TrG0730W	1821	2	0.537134
TrG0729W	2802	21	3.48786
TrG0728W	384	0	0
TrG0724C	1179	70	31.5321
TrG0721C	2526	4	0.744253
TrG0719C	552	476.6	633.242
TrG0713C	693	31	28.6379
TrG0712W	375	31.002	89.2138
TrG0711W	1500	92	30.9586
TrG1031W	1752	313	87.8751
TrG0710C	1050	21	10.9498
TrG0709W	687	55	51.4771
TrG0707C	1785	11	3.02268
TrG0706W	2109	37	8.41304
TrG0705C	360	10	31.4638
TrG0703C	771	8	6.32424
TrG0702W	1056	452.627	234.291
TrG0699C	900	27	17.2325
TrG0696W	1842	6	1.5904
TrG0695C	588	68.918	82.3566
TrG0694W	987	5	2.82432
TrG0691W	3291	8	1.11637
TrG0689C	1137	19	8.95552
TrG0688W	969	6	3.47175
TrG0685W	1428	7	2.49724
TrG0684C	1608	1	0.310112
TrG0683W	360	0	0
TrG0681C	1620	10	3.07433
TrG0680W	483	58	98.0892
TrG1101W	846	31	21.5214
TrG0679C	225	0	0
TrG0677W	174	0	0
TrG0676C	834	37	26.197
TrG0674C	2649	8	1.41279
TrG0673C	864	18	12.1413
TrG0669W	2316	13	2.66246
TrG0920W	756	0	0
TrG0668C	1860	12	3.14564
TrG0667C	834	21	14.8685
TrG0666C	1059	6	3.09449
TrG0664W	1011	10	5.4749
TrG0663C	1428	32	11.416
TrG0977W	633	0	0
TrG0662W	660	42	41.7805
TrG0661C	1464	0	0
TrG0659W	1494	119	40.2345
TrG0655C	1107	47	22.9119
TrG0653W	1074	45	22.7957
TrG0651C	2487	20	3.7856
TrG0649W	2076	19	4.39748
TrG0648W	477	26	45.0393
TrG0646C	744	14	11.6495
TrG0645C	654	323.969	326.838
TrG0644C	1617	9	2.77289
TrG0643W	1905	25	6.37725
TrG1168C	798	8	6.02346
TrG0642W	747	6	4.96363
TrG0779W	1092	38.007	18.8507
TrG0639W	1017	67	36.4018
TrG0638W	1116	0	0
TrG0637W	462	0	0
TrG0636W	1656	322	96.4924
TrG0635W	522	241.301	353.547
TrG0633W	1536	41	13.4161
TrG0632C	1983	0	0
TrG0630W	1020	56.961	30.8297
TrG0628C	972	59	34.0007
TrG0624W	1392	13	4.78155
TrG0623W	2514	2	0.374083
TrG0620C	633	13	13.7994
TrG0619W	2619	61.001	10.9081
TrG0615W	1437	131	46.3853
TrG0612C	633	12	12.7379
TrG0608C	5412	1	0.082418
TrG0604C	636	7	7.37548
TrG0598W	1533	2	0.655954
TrG0597W	1104	43	21.0339
TrG0594W	2337	0	0
TrG0587C	1311	0	0
TrG0586C	1404	2	0.728097
TrG0583C	936	194.888	118.04
TrG0578C	210	0	0
TrG0577C	861	6	4.06637
TrG0575C	1050	5	2.60708
TrG0574W	552	321.372	426.997
TrG0573W	990	75	42.1974
TrG0571C	951	485.819	288.127
TrG0567C	261	0	0
TrG0566W	5598	54	4.29633
TrG0563W	582	77	93.5846
TrG0562C	1620	94	28.8987
TrG0561W	168	0	0
TrG0558W	207	0	0
TrG0557C	177	0	0
TrG0556W	168	0	0
TrG0554W	1125	82.975	39.6349
TrG0553C	2790	78	13.0157
TrG0550W	4149	81.002	8.82811
TrG0750W	828	0	0
TrG0549C	1461	169.117	58.7136
TrG0547C	8658	723.988	36.6852
TrG0546C	1575	87	27.6423
TrG0544C	4236	44	4.69124
TrG0543W	3189	29	4.18641
TrG0542C	915	14	8.73977
TrG0541W	1011	71.86	39.3425
TrG0540C	192	125.986	2058.62
TrG0539W	390	2	5.28454
TrG0538C	684	0	0
TrG0529C	537	31	43.2008
TrG0528W	870	73	48.7775
TrG0527C	1083	12	6.01463
TrG0524C	2982	21	3.25964
TrG0523C	927	107	65.646
TrG0518C	2034	30	7.10514
TrG0515C	852	0	0
TrG0514W	777	0	0
TrG0512W	1695	29	8.45879
TrG0507W	705	44	39.6205
TrG0505W	681	17	16.1231
TrG0504W	897	16	10.2578
TrG0499W	309	2	8.92106
TrG0590W	1572	30	9.55314
TrG0498C	795	5	3.78468
TrG0496W	4590	60	5.87762
TrG0495C	294	1	5.03507
TrG0494W	1098	11	5.41802
TrG0493C	993	2	1.12084
TrG0731W	1503	29	9.73567
TrG0490C	2589	1	0.181092
TrG0489C	657	23	23.0408
TrG0488W	219	0	0
TrG0485W	5139	14	1.21803
TrG0482C	2442	3	0.579397
TrG0480C	1245	32	13.4764
TrG0479W	1017	5	2.71655
TrG0478W	2250	1	0.211499
TrG0474C	906	14	8.85613
TrG0471W	513	44	66.5208
TrG0469C	633	0	0
TrG0468C	879	17	11.2014
TrG0465W	1896	10	2.56469
TrG0708C	468	525.779	945.246
TrG0464C	1545	4	1.29993
TrG0462W	1479	14	4.79037
TrG0461W	186	4	70.5204
TrG0460C	1530	6	1.97241
TrG0459C	1197	0	0
TrG0457W	2433	2	0.387844
TrG0456C	1257	6	2.49727
TrG0453C	3609	7	0.884866
TrG0452W	294	3	15.1052
TrG0451C	1080	0	0
TrG0450W	813	32	23.4732
TrG0448W	2247	23	4.87172
TrG0447C	3405	12	1.61441
TrG0807C	588	15	17.9249
TrG0446W	6519	1	0.067908
TrG0444W	2592	17	3.07465
TrG0443C	1218	9	3.89392
TrG0441C	1890	66	16.9882
TrG0437C	3114	7	1.0368
TrG0436W	2448	31	5.9709
TrG0433W	2274	8	1.67212
TrG0432W	804	118.047	87.9511
TrG0431C	300	2	9.57708
TrG0429W	2943	64	10.077
TrG0428C	1719	1	0.286978
TrG0425W	948	7	4.16887
TrG0424W	903	16	10.1664
TrG0423W	942	0	0
TrG0422C	1407	0	0
TrG0418C	3318	74	10.2361
TrG0417W	2685	20	3.48015
TrG0416W	372	0	0
TrG0413C	1209	6	2.61984
TrG0408C	336	5	18.3429
TrG0397C	720	2	1.74582
TrG0396C	783	7	5.41359
TrG0391C	2370	4	0.798535
TrG0390W	690	4	3.71934
TrG0388C	777	8.001	6.25533
TrG0386W	264	5	33.2562
TrG0385C	924	23	14.1719
TrG0384C	2403	17	3.34221
TrG1009C	615	0	0
TrG0382W	2541	7	1.29399
TrG0381W	468	12.982	23.3396
TrG0380C	441	69	139.911
TrG0376W	393	0	0
TrG0375C	2142	55	12.2899
TrG0373W	5526	50	4.03218
TrG0370W	1038	69	36.5128
TrG0369W	3393	85	11.4788
TrG0368C	813	20	14.6707
TrG0366W	1407	39	14.1617
TrG0365C	1221	4	1.72539
TrG0363C	3276	21.041	2.95071
TrG0362W	942	2	1.20115
TrG0360W	348	0	0
TrG0359C	1188	0	0
TrG0356W	1587	26	8.18779
TrG0355C	3666	46	5.71834
TrG0352C	1458	181	62.9926
TrG0351C	1134	1	0.472909
TrG0350W	1062	6	3.08332
TrG0349C	753	10	8.17766
TrG0347C	1260	67.159	27.8707
TrG0346W	1770	9	2.49721
TrG0345W	336	26	95.3833
TrG0344C	2241	63	13.3841
TrG0342W	243	0	0
TrG0339W	270	53	332.13
TrG0338C	1314	23	9.06899
TrG0336W	1677	44	12.9938
TrG0335W	702	8	7.24953
TrG0334W	213	56	687.257
TrG0332W	777	30	23.4559
TrG0329C	735	17	14.3983
TrG0326W	783	8	6.18697
TrG0325C	405	0	0
TrG0322W	1254	23	9.60093
TrG0320W	222	10	108.738
TrG0318W	1521	5	1.65514
TrG0317C	873	2	1.33013
TrG0315W	2247	98	20.7578
TrG0314C	1389	3	1.10629
TrG0311C	1878	25	6.4818
TrG0310W	1428	21	7.49172
TrG0307C	1104	17	8.31575
TrG0306W	162	1	22.4086
TrG0304W	2163	20	4.42048
TrG0302W	1656	31	9.28964
TrG0301C	1527	21	6.9194
TrG0290C	432	0	0
TrG0286C	1629	3	0.916361
TrG0285W	471	0	0
TrG0283W	1689	2	0.585766
TrG0282C	1920	1	0.252824
TrG0280W	1350	6	2.28971
TrG0279W	852	15	10.3132
TrG0277C	1377	21	7.82514
TrG0274W	585	98.773	119.032
TrG0273C	1059	96	49.5119
TrG0266C	1008	19	10.4425
TrG0263W	933	19	11.5571
TrG0262C	234	1	9.31931
TrG0260W	897	43	27.5679
TrG0258C	1566	55	17.5928
TrG0257W	345	27	93.3414
TrG0255W	198	18	270.974
TrG0252W	975	0	0
TrG0248C	25413	3	0.05087
TrG0247W	1785	13	3.57226
TrG0246C	1185	2	0.895251
TrG0243C	381	0	0
TrG0242C	987	0	0
TrG0240W	1458	1	0.348026
TrG0239W	2085	4	0.921292
TrG0238C	3867	2	0.234879
TrG0234W	1041	13	6.85374
TrG0233C	2193	11	2.39409
TrG1119C	1317	6	2.35929
TrG0231W	1353	13	4.94776
TrG0228W	939	0	0
TrG0224W	513	4	6.04734
TrG0223C	1008	15	8.24407
TrG0219C	867	11	7.38469
TrG0552W	861	182	123.346
TrG0218W	552	2	2.65733
TrG0217W	774	27	21.2268
TrG0216C	2946	2	0.314559
TrG0214W	1620	10	3.07433
TrG0212W	2085	19	4.37613
TrG0210W	930	4	2.44353
TrG0209W	1062	4	2.05555
TrG0208C	1500	15	5.0476
TrG0207W	2202	16	3.4664
TrG0206W	1476	6	2.05796
TrG0204C	1539	38	12.406
TrG0201C	975	13	7.46148
TrG0200W	3315	24	3.32305
TrG0197W	1056	0	0
TrG0196W	1350	0	0
TrG0195C	399	0	0
TrG0193C	798	2	1.50587
TrG0192C	804	0	0
TrG0191C	918	0	0
TrG0794W	771	1	0.79053
TrG0190C	1359	0	0
TrG0188C	909	0	0
TrG0186C	2046	1	0.235272
TrG0185W	1206	0	0
TrG0183W	1038	0	0
TrG0182C	909	0	0
TrG0180W	879	0	0
TrG0179W	1614	0	0
TrG0176W	1038	0	0
TrG0173C	1449	0	0
TrG0172C	1080	6	3.01794
TrG0171C	981	6	3.41624
TrG0170W	762	1	0.803919
TrG0169C	1002	23	12.7393
TrG0168C	984	2	1.13423
TrG0166C	2505	74	13.8958
TrG0165W	1518	3	0.995399
TrG0163C	366	2	6.06676
TrG0161C	1590	210.004	65.9876
TrG0159W	1584	0	0
TrG0158W	171	2	41.4736
TrG0152C	1659	0	0
TrG0149C	1428	3	1.07025
TrG0148W	471	248.926	441.953
TrG0147C	3576	29	3.70204
TrG0145C	1497	77	25.9724
TrG0144C	1356	68	25.8116
TrG0143C	3072	159	23.8983
TrG0141W	195	0	0
TrG0140C	2415	0	0
TrG0138C	234	0	0
TrG0137C	237	4	35.9255
TrG0136W	453	0	0
TrG0135W	1905	6	1.53054
TrG0134W	1170	4	1.81911
TrG0132W	1248	1	0.419895
TrG0131C	915	145	90.519
TrG0130W	123	0	0
TrG0128W	5592	1	0.079651
TrG0127W	1032	1	0.533135
TrG0819C	1845	0	0
TrG0126C	2973	2	0.311461
TrG0124W	822	4	2.88949
TrG0122W	1980	0	0
TrG0116W	1833	1	0.266555
TrG0115C	1350	53	20.2257
TrG0114W	792	53	40.332
TrG0113W	2004	14	3.37184
TrG0112C	1107	0	0
TrG0107W	1386	14	5.17611
TrG0105C	987	60	33.8919
TrG0101C	201	11	159.394
TrG0099C	4866	22	2.02679
TrG0098W	1158	0	0
TrG0097C	399	0	0
TrG0093C	2073	0	0
TrG0092C	546	0	0
TrG0090C	384	0	0
TrG0089W	1182	2	0.898076
TrG0087C	309	1358.08	6057.77
TrG0086C	1833	15	3.99833
TrG0083C	2214	5	1.0767
TrG0082W	4629	0	0
TrG0080W	864	7	4.72161
TrG0074W	2262	41	8.62024
TrG0073C	705	24	21.6113
TrG0072W	2370	6	1.1978
TrG0071W	1482	14	4.77888
TrG0070W	1194	1493.83	662.426
TrG0064W	4164	1	0.108571
TrG0063C	1467	0	0
TrG0062W	630	2	2.13894
TrG0061C	1500	0	0
TrG0060C	162	0	0
TrG0056W	1293	0	0
TrG0053C	1851	73	19.2423
TrG0052C	78	0	0
TrG0050C	1134	0	0
TrG0049C	1347	4	1.53057
TrG0048W	819	11	7.98664
TrG0045W	1119	2	0.961796
TrG0043C	816	137	99.9796
TrG0041C	1446	64	22.4936
TrG0040W	2340	4	0.809894
TrG1128W	405	0	0
TrG0039W	1677	7	2.0672
TrG0038C	855	2	1.36848
TrG0037W	759	0	0
TrG0036W	2415	0	0
TrG0035W	1509	0	0
TrG0034W	1161	92	42.2444
TrG0032W	951	4	2.3723
TrG0031C	315	0	0
TrG0027C	2058	0	0
TrG0025C	1167	0	0
TrG0024W	1413	0	0
TrG0023W	771	0	0
TrG0019C	1482	2390.08	815.851
TrG0018C	1422	1201.83	430.913
TrG0016W	1797	0	0
TrG0014C	984	8	4.5369
TrG0008C	1683	0	0
TrG0007C	777	0	0
TrG0367W	435	276.099	576.171
TrG0005W	1068	0	0
TrG0004C	1083	0	0
TrG0001W	108	0	0
TrF1211C	114	0	0
TrF1210C	165	0	0
TrF1207W	960	0	0
TrG0235C	1251	15	6.27989
TrF1206C	708	0	0
TrF1204C	1446	2	0.702926
TrF1202W	1389	0	0
TrF1200C	693	3	2.77141
TrF1199C	588	1	1.19499
TrF1196C	843	0	0
TrF1195W	834	0	0
TrF1194W	858	1	0.68097
TrF1191W	555	16	21.0628
TrF1189C	1455	8	2.79103
TrF1188C	105	0	0
TrF1187C	1644	38	11.484
TrF1186W	1650	24	7.22239
TrF1183C	441	16.568	33.5949
TrF1182C	1578	64	20.2892
TrF1179C	627	3	3.23269
TrF1175C	231	38	367.536
TrF1174C	1662	4	1.19364
TrF1169C	2661	228	40.0656
TrF1166W	336	0	0
TrF1165C	1392	56	20.5974
TrF1161W	6870	135	8.68291
TrF1160W	1836	12	3.19268
TrF1159C	702	8	7.24953
TrF1158W	5058	60	5.30774
TrF1154C	666	45	44.1488
TrF1153W	702	5	4.53095
TrF1152C	159	2	45.9917
TrF1151C	1272	0	0
TrF1149W	1908	5	1.27317
TrF1143C	1476	15.029	5.15494
TrF1142W	669	0	0
TrF1141W	1800	0	0
TrF1139C	894	0	0
TrF1138C	1563	1	0.32059
TrF1137W	1602	3	0.934409
TrF1135C	2802	0	0
TrF1133C	1134	0	0
TrF1128W	2214	27	5.81416
TrF1127W	774	0	0
TrF1126C	2625	2	0.356738
TrF1123W	1143	124.085	58.1016
TrF1121C	468	3	5.39341
TrF1120W	1485	0	0
TrF1113C	1419	0	0
TrF1112C	777	0	0
TrF1110C	951	15	8.89611
TrF1107C	1020	0	0
TrF1106C	1623	0	0
TrF1104W	1542	45.004	14.6589
TrF1101C	1320	12	4.70557
TrF1100C	1311	9	3.55859
TrF1099W	1779	3	0.827562
TrF1097W	1962	0	0
TrF1096C	975	0	0
TrF1092C	1272	545.935	223.95
TrF1091C	1212	2	0.87061
TrF1089W	855	8	5.47393
TrG0782W	1248	8	3.35916
TrF1088C	1080	4	2.01196
TrF1086C	729	0	0
TrF1085W	1368	4	1.5023
TrF1081C	1029	4	2.14056
TrF1078C	831	0	0
TrF1076W	108	0	0
TrF1073C	876	2	1.32394
TrF1072W	498	0	0
TrF1067W	378	33	93.3133
TrF1064C	1077	1	0.504774
TrG0321W	1368	147	55.2096
TrF1061W	1737	65	18.4306
TrF1059C	975	3	1.72188
TrF1058W	1299	92	36.7855
TrF1055W	1572	34	10.8269
TrF1054W	2118	1	0.226295
TrF1052W	1545	2	0.649963
TrF1050C	1062	17	8.73607
TrF1049W	1083	187.131	93.7935
TrF1044W	408	29	69.4722
TrF1043W	2970	30	4.67703
TrF1042C	2238	46	9.78714
TrF1040C	1281	70	28.4688
TrF1039C	921	8	4.95078
TrF1034W	2271	0	0
TrF1033C	114	0	0
TrF1031C	1173	3	1.35998
TrF1030W	171	0	0
TrF1176C	2229	99	21.1584
TrF1028W	1284	18	7.29969
TrF1025W	933	0	0
TrF1024C	504	3	4.68459
TrF1023W	1764	75	20.8915
TrF1022C	951	140	83.0304
TrF1020W	1494	0	0
TrF1019C	696	0	0
TrF1017C	1458	73	25.4059
TrF1016C	2016	36	8.61215
TrG0569C	933	25	15.2068
TrF1013C	1059	0	0
TrF1010W	807	0	0
TrF1009C	1476	15.503	5.31736
TrF1007C	705	19	17.1089
TrF1006W	2559	2	0.366852
TrF1003W	606	255.338	290.519
TrF1002C	1065	1	0.512038
TrF1001C	996	12	6.69882
TrF1000W	963	156.178	91.1094
TrF0998W	1911	24	6.10029
TrF0994W	2814	73	12.0681
TrF0989W	1095	7	3.4598
TrF0984W	378	2	5.65535
TrF0983C	2517	12	2.24155
TrF0982C	1533	64	20.9905
TrF0981W	852	2	1.37509
TrF0979W	2118	75	16.9721
TrF0975C	1710	0	0
TrF0974C	546	10	13.539
TrF0973C	4605	13	1.26912
TrF0972W	909	40	25.1917
TrF0967C	1473	74	25.4428
TrF0963C	399	399	1003.36
TrF0962C	861	16	10.8436
TrF0959C	1752	64	17.9681
TrF0957W	639	13	13.5967
TrF0954C	2232	23	4.90825
TrF0953C	165	0	0
TrF0952C	1275	7	2.86324
TrF0951C	717	233	204.64
TrF0949C	1827	0	0
TrF0946W	1131	89	42.2292
TrF0942C	1161	35	16.0712
TrF0940W	1248	4	1.67958
TrF0939C	858	14	9.53358
TrF0938W	2349	5	1.00806
TrF0937C	3486	20	2.62372
TrF0935C	720	44.005	38.4123
TrF0931W	2397	0	0
TrF0929C	1209	0	0
TrF0927W	4533	16	1.58813
TrF0923W	1593	1	0.313528
TrF0918C	924	111.998	69.0097
TrF0917W	759	0	0
TrF0916W	2031	88	20.8765
TrF0911C	570	216	271.793
TrF0910W	2322	3	0.61265
TrF0905W	429	10	21.492
TrF0904C	2073	26	6.02741
TrF0903C	966	0	0
TrF0902C	630	1	1.06947
TrF0897C	273	4	24.34
TrG0068W	1671	243	72.0602
TrF0895W	2310	13	2.67014
TrF0893C	195	2	31.3339
TrF0892C	1680	20	5.89404
TrF0891W	420	0	0
TrF0890C	747	181	149.736
TrF0888C	1134	35	16.5518
TrF0887W	747	46	38.0545
TrF0886C	1494	27	9.12884
TrF0881C	1230	12	5.12953
TrF0878W	2457	44	8.44056
TrF0877C	678	4	3.81911
TrF0876W	2622	13	2.3217
TrF0870C	237	13	116.758
TrF0869C	1497	26	8.7699
TrF0868C	3027	106	16.1886
TrF0863W	612	0	0
TrF0860C	444	0	0
TrF0856C	1092	89.025	44.1544
TrF0855W	957	26	15.2929
TrF1093W	1419	0	0
TrF0854C	885	231	150.812
TrF0853W	5382	12	0.994776
TrF0852W	2517	112.055	20.9314
TrF0851C	1161	26	11.9386
TrF0850W	609	5	5.64384
TrF0849C	534	7	9.85135
TrF0847W	1179	87.412	39.3755
TrF0846C	1881	48.727	12.6105
TrF0844W	3258	74	10.439
TrF0842W	2301	11	2.26917
TrF0838C	2499	19	3.57729
TrF0836C	1134	2	0.945818
TrF0834C	792	49	37.2881
TrF0833W	558	0	0
TrF0827C	195	25	391.673
TrF0825C	507	9	13.9015
TrF0824C	180	11	208.658
TrF0822C	442	14	28.254
TrG0348C	399	10	25.147
TrF0816C	1623	9	2.76093
TrF0814C	1518	11	3.6498
TrF0813W	1779	6	1.65512
TrF0811W	318	0	0
TrF0808W	330	258	986.115
TrF0805C	6006	9	0.665465
TrF0804W	1746	46	12.9657
TrF0803C	1464	5	1.73166
TrF0802C	1326	49	19.1091
TrF0796C	432	13	27.5294
TrF0793W	465	7	12.7453
TrF0792W	1668	90.089	26.771
TrF0790W	3978	3	0.341881
TrF0788C	1032	7	3.73195
TrF0787C	1443	11	3.87567
TrF0786W	1245	161.4	67.9714
TrF0784W	171	0	0
TrF1056C	1191	2	0.889656
TrF0884C	339	0	0
TrF0782W	1239	75	31.7733
TrF0781C	1503	72	24.1713
TrF0780C	7653	32	1.84104
TrF0776C	1545	15	4.87472
TrF0775W	2859	10	1.62486
TrF0773C	762	27	21.7058
TrF0771C	834	8	5.66421
TrF0770C	5763	101	7.79605
TrF0769W	1554	14	4.51879
TrF0768C	291	0	0
TrF0766W	1485	6	2.04319
TrF0765W	633	0	0
TrF0763C	1359	19	7.19288
TrF0762C	2232	2	0.426804
TrF0758W	996	17	9.48984
TrF0757C	1011	13	7.11737
TrF0756C	453	88.533	169.867
TrF0754C	1521	3	0.993084
TrF0751W	1020	59	31.9334
TrG0693W	633	40.117	42.5842
TrF0750W	927	0	0
TrF0749W	459	0	0
TrF0748W	1383	3	1.11206
TrF0745W	1386	54	19.965
TrF0744W	2226	1	0.214044
TrF0742C	774	0	0
TrF0741C	480	2	3.42297
TrF0740C	2430	1	0.194186
TrF0739W	228	1	10.0507
TrF0738W	651	2	2.03211
TrF0734C	831	6	4.26933
TrF0732W	384	9.272	25.3402
TrF0731W	822	20.728	14.9733
TrF0730W	1077	17	8.58117
TrF0729W	330	1	3.82215
TrF0728W	1431	156.999	55.8693
TrF0724C	1527	95.468	31.4562
