#OTU ID	E01L	E01S	N01L	N01S	S01L	S01S
4330489	0	0	1	0	0	0
178183	0	0	1	1	0	162
4437174	0	0	1	0	0	0
184030	0	0	1	0	0	0
4421998	0	0	2	0	1	2
1102477	0	0	1	1	0	6
576010	0	0	1	0	0	0
1109372	0	0	1	0	0	0
369027	0	0	1	2	0	0
590175	0	0	1	1	3	0
4308739	0	0	1	0	0	0
4481613	0	0	1	1	0	0
4411385	0	0	1	1	0	0
3104855	0	0	1	6	0	8
586141	0	0	1	0	0	0
147969	0	0	1	3	0	0
1110976	0	0	1	0	0	0
3585003	0	0	1	0	0	0
1108078	0	0	1	0	0	0
2331530	0	0	1	0	1	4
514773	0	0	1	11	0	0
1089504	0	0	1	0	0	0
269657	0	0	1	0	0	0
205934	0	0	1	0	0	0
4376028	0	0	1	1	1	0
4381529	0	0	1	0	0	0
1531298	0	0	1	1	2	7
319621	0	0	1	2	1	2
1061772	0	0	1	0	0	0
652823	0	0	1	1	1	5
294791	0	0	1	0	0	0
1013014	0	0	1	0	0	0
280706	0	0	1	0	1	0
869324	0	0	1	4	0	0
526358	0	0	1	0	0	0
4405482	0	0	1	0	0	0
1143674	0	0	1	0	0	0
366633	0	0	1	0	0	0
552380	0	0	1	0	0	0
589475	0	0	1	0	0	0
783291	0	0	0	3	0	0
182383	0	0	0	4	1	4
1110988	0	0	0	17	0	1
180401	0	0	0	2	0	0
583398	0	0	0	2	0	1
364736	0	0	0	1	0	1
2210028	0	0	0	1	0	0
182538	0	0	0	9	0	0
188158	0	0	0	1	1	0
553653	0	0	0	2	0	0
520774	0	0	0	7	4	1
772282	0	0	0	39	0	10
187780	0	0	0	3	1	5
191874	0	0	0	1	0	0
182149	0	0	0	41	3	3
173996	0	0	0	6	1	0
310071	0	0	0	1	0	0
356042	0	0	0	1	1	0
180881	0	0	0	1	0	0
184234	0	0	0	4	4	0
107098	0	0	0	1	0	0
1084045	0	0	0	6	0	1
197279	0	0	0	1	0	0
373928	0	0	0	6	0	14
178849	0	0	0	4	1	0
663500	0	0	0	12	0	0
215963	0	0	0	23	0	0
175148	0	0	0	1	3	4
370098	0	0	0	1	1	0
194297	0	0	0	1	0	0
194001	0	0	0	2	2	0
586968	0	0	0	5	0	0
197324	0	0	0	45	0	0
319438	0	0	0	3	1	3
195213	0	0	0	5	3	2
362078	0	0	0	10	3	1
193312	0	0	0	4	1	1
191332	0	0	0	7	0	4
197343	0	0	0	3	0	0
354387	0	0	0	9	0	1
296165	0	0	0	1	0	0
588315	0	0	0	12	2	0
369843	0	0	0	2	1	19
363646	0	0	0	40	1	0
308333	0	0	0	23	79	84
178485	0	0	0	1	0	0
4474593	0	0	0	1	0	2
189091	0	0	0	2	0	0
193946	0	0	0	13	0	2
4335582	0	0	0	1	0	0
885437	0	0	0	5	1	2
3779896	0	0	0	1	0	0
191755	0	0	0	15	0	0
292633	0	0	0	2	0	0
309929	0	0	0	3	0	0
189817	0	0	0	58	7	6
352747	0	0	0	11	7	15
4463579	0	0	0	8	0	4
592372	0	0	0	2	0	0
181174	0	0	0	1	0	0
357261	0	0	0	21	0	33
366237	0	0	0	8	9	10
195211	0	0	0	1	0	1
330193	0	0	0	1	0	0
2196877	0	0	0	7	0	0
523140	0	0	0	1	4	0
353149	0	0	0	35	29	0
179534	0	0	0	2	2	2
198426	0	0	0	1	0	1
185141	0	0	0	3	0	6
358781	0	0	0	5	9	0
174489	0	0	0	8	2	1
4322712	0	0	0	28	0	0
194654	0	0	0	7	0	0
304183	0	0	0	1	0	0
850905	0	0	0	1	0	0
576166	0	0	0	1	1	2
175373	0	0	0	11	0	0
4356307	0	0	0	2	0	0
294022	0	0	0	2	0	0
174792	0	0	0	3	5	0
181702	0	0	0	1	0	0
4464267	0	0	0	1	0	0
192485	0	0	0	19	1	0
338757	0	0	0	5	2	0
196957	0	0	0	16	1	0
4314737	0	0	0	1	0	0
4332878	0	0	0	3	0	0
825808	0	0	0	2	0	0
367688	0	0	0	15	0	0
179620	0	0	0	12	0	0
187782	0	0	0	1	0	0
560836	0	0	0	1	0	0
370046	0	0	0	9	3	20
183873	0	0	0	2	0	0
360147	0	0	0	2	1	0
197080	0	0	0	2	1	0
215266	0	0	0	44	0	0
585220	0	0	0	3	0	0
2498994	0	0	0	20	2	121
4379957	0	0	0	4	0	0
180090	0	0	0	6	0	0
179279	0	0	0	1	0	0
583746	0	0	0	8	0	0
538000	0	0	0	6	3	0
355154	0	0	0	2	0	0
215269	0	0	0	2	0	0
331116	0	0	0	1	1	0
4303016	0	0	0	1	0	0
310301	0	0	0	12	1	0
301253	0	0	0	1	0	0
3115852	0	0	0	19	4	23
4300206	0	0	0	23	0	0
1085410	0	0	0	2	0	0
375067	0	0	0	6	1	1
1056058	0	0	0	3	0	2
180257	0	0	0	1	0	0
191148	0	0	0	14	1	0
765240	0	0	0	1	0	0
364563	0	0	0	3	0	0
4438166	0	0	0	1	0	0
151835	0	0	0	1	0	0
183864	0	0	0	27	1	1
535549	0	0	0	7	0	0
219959	0	0	0	3	0	0
194556	0	0	0	24	21	87
592616	0	0	0	8	0	1
188931	0	0	0	1	0	0
564914	0	0	0	4	0	1
186640	0	0	0	10	0	0
174818	0	0	0	5	1	0
3474081	0	0	0	1	1	0
4473763	0	0	0	1	0	0
582691	0	0	0	11	0	0
132661	0	0	0	4	0	0
91147	0	0	0	2	0	8
544851	0	0	0	10	0	6
182577	0	0	0	4	0	0
196787	0	0	0	3	1	0
177061	0	0	0	7	5	1
173851	0	0	0	2	0	0
349786	0	0	0	2	0	0
842291	0	0	0	1	0	0
1703712	0	0	0	2	2	6
190523	0	0	0	4	1	0
198127	0	0	0	4	1	1
187883	0	0	0	4	1	0
344430	0	0	0	3	1	1
368318	0	0	0	3	0	4
193873	0	0	0	4	0	0
180473	0	0	0	1	0	0
554904	0	0	0	1	0	0
194660	0	0	0	8	6	3
4416763	0	0	0	1	0	0
192308	0	0	0	3	1	0
299820	0	0	0	4	1	12
350666	0	0	0	2	2	0
133065	0	0	0	1	0	0
190607	0	0	0	4	1	0
4451899	0	0	0	1	0	0
196307	0	0	0	12	1	2
194868	0	0	0	5	0	3
4189999	0	0	0	2	0	1
905774	0	0	0	3	0	0
195166	0	0	0	1	0	0
551822	0	0	0	1	1	27
187404	0	0	0	1	0	0
345763	0	0	0	5	4	42
193477	0	0	0	1	0	0
517797	0	0	0	4	0	0
199344	0	0	0	5	0	1
188348	0	0	0	5	0	0
180874	0	0	0	2	1	0
4348151	0	0	0	3	1	2
3236435	0	0	0	3	0	3
146665	0	0	0	1	0	0
315982	0	0	0	2	0	0
2901965	0	0	0	6	0	8
190299	0	0	0	1	1	0
189760	0	0	0	8	0	0
193174	0	0	0	1	1	0
189450	0	0	0	2	1	0
197750	0	0	0	14	2	1
166848	0	0	0	4	0	2
2831841	0	0	0	1	0	0
357168	0	0	0	18	3	31
198928	0	0	0	13	6	0
157455	0	0	0	4	0	0
176173	0	0	0	1	1	0
186011	0	0	0	2	0	0
529789	0	0	0	16	1	0
4482110	0	0	0	5	0	0
186812	0	0	0	1	0	0
579311	0	0	0	1	0	0
352347	0	0	0	7	2	0
571406	0	0	0	3	0	0
846141	0	0	0	2	3	0
720944	0	0	0	1	0	1
310160	0	0	0	1	1	0
187706	0	0	0	5	0	0
4428998	0	0	0	2	0	3
4476186	0	0	0	1	1	0
341453	0	0	0	3	0	0
3440955	0	0	0	1	0	0
2358923	0	0	0	1	0	0
759916	0	0	0	2	0	1
1076818	0	0	0	1	0	0
183781	0	0	0	6	3	0
653753	0	0	0	1	2	1
518743	0	0	0	2	0	0
299858	0	0	0	2	0	0
315978	0	0	0	6	0	0
368486	0	0	0	2	0	0
585227	0	0	0	7	1	9
2442706	0	0	0	8	0	0
3532907	0	0	0	1	0	0
189152	0	0	0	4	5	2
15728	0	0	0	3	2	7
3272764	0	0	0	1	1	0
4338156	0	0	0	2	0	0
767063	0	0	0	1	0	1
177040	0	0	0	3	0	0
194223	0	0	0	10	1	0
302545	0	0	0	1	0	0
4336729	0	0	0	1	0	0
531067	0	0	0	1	0	0
177466	0	0	0	7	0	0
2868079	0	0	0	1	0	0
242098	0	0	0	4	0	0
191412	0	0	0	2	0	0
196246	0	0	0	22	0	0
199147	0	0	0	3	0	0
195177	0	0	0	1	1	0
167514	0	0	0	1	0	0
514940	0	0	0	3	0	0
175630	0	0	0	1	0	0
182261	0	0	0	1	0	0
1111216	0	0	0	1	0	0
197970	0	0	0	5	0	0
369097	0	0	0	4	0	0
546876	0	0	0	7	0	0
2902741	0	0	0	1	1	7
2066056	0	0	0	3	0	0
1098634	0	0	0	1	0	0
201374	0	0	0	1	0	0
299302	0	0	0	3	0	1
369182	0	0	0	9	1	0
4339831	0	0	0	1	0	0
816670	0	0	0	1	0	0
192383	0	0	0	1	0	1
299419	0	0	0	1	0	0
513500	0	0	0	5	0	0
328659	0	0	0	2	0	0
360730	0	0	0	5	0	0
195270	0	0	0	4	0	0
1136762	0	0	0	1	0	0
591499	0	0	0	1	0	0
4479397	0	0	0	1	2	4
149131	0	0	0	1	0	0
190705	0	0	0	16	6	20
183087	0	0	0	3	0	0
185840	0	0	0	1	0	0
908663	0	0	0	1	0	0
366147	0	0	0	5	0	0
368261	0	0	0	1	0	1
183973	0	0	0	4	1	0
291512	0	0	0	2	0	0
174943	0	0	0	1	0	0
4336940	0	0	0	1	0	0
183708	0	0	0	2	0	0
182274	0	0	0	2	0	0
176057	0	0	0	2	0	0
315391	0	0	0	4	0	0
2137906	0	0	0	4	0	2
341024	0	0	0	5	1	1
3195500	0	0	0	8	6	0
176750	0	0	0	1	0	1
333042	0	0	0	1	0	0
193484	0	0	0	1	0	0
190984	0	0	0	2	0	0
175559	0	0	0	1	0	1
192258	0	0	0	1	0	1
4424239	0	0	0	7	0	0
197203	0	0	0	1	0	0
178055	0	0	0	1	0	0
323903	0	0	0	2	0	0
176742	0	0	0	4	1	2
183676	0	0	0	4	4	1
3318103	0	0	0	2	0	0
3708846	0	0	0	1	0	0
7369	0	0	0	1	0	4
4321292	0	0	0	6	0	0
193679	0	0	0	3	1	0
180468	0	0	0	3	0	0
1895780	0	0	0	1	0	1
4352648	0	0	0	1	1	0
336830	0	0	0	5	0	0
183703	0	0	0	20	1	5
319938	0	0	0	1	0	0
193061	0	0	0	3	1	0
217109	0	0	0	2	0	0
4371302	0	0	0	2	0	0
29495	0	0	0	2	7	2
527988	0	0	0	1	0	0
180754	0	0	0	1	0	0
403701	0	0	0	2	0	0
182588	0	0	0	9	1	1
197649	0	0	0	2	0	0
287547	0	0	0	12	0	0
351663	0	0	0	2	0	0
137464	0	0	0	1	0	0
187962	0	0	0	1	0	0
185972	0	0	0	1	0	0
2123717	0	0	0	2	0	0
356164	0	0	0	1	1	0
954381	0	0	0	2	0	0
295654	0	0	0	2	0	0
518033	0	0	0	1	0	8
192048	0	0	0	2	0	0
528652	0	0	0	1	0	0
185203	0	0	0	3	0	0
1098340	0	0	0	2	0	1
3294726	0	0	0	2	0	5
519882	0	0	0	1	0	0
456774	0	0	0	2	0	0
563572	0	0	0	2	1	0
181575	0	0	0	1	1	3
359872	0	0	0	1	0	0
820458	0	0	0	1	0	0
176204	0	0	0	1	0	0
307536	0	0	0	1	0	0
360311	0	0	0	1	0	0
933439	0	0	0	1	0	0
352852	0	0	0	3	1	2
364034	0	0	0	6	0	0
177421	0	0	0	1	0	0
199036	0	0	0	2	1	0
86428	0	0	0	1	0	0
176806	0	0	0	4	0	0
370357	0	0	0	6	1	0
142147	0	0	0	1	1	0
188749	0	0	0	2	0	0
197830	0	0	0	1	0	0
197897	0	0	0	1	0	1
4282096	0	0	0	8	0	0
1607319	0	0	0	9	4	16
500083	0	0	0	1	0	0
591785	0	0	0	12	0	0
872227	0	0	0	2	0	1
2497035	0	0	0	2	0	0
184996	0	0	0	2	0	0
185809	0	0	0	1	0	0
551902	0	0	0	2	0	0
341322	0	0	0	3	0	0
289918	0	0	0	1	0	0
823634	0	0	0	6	0	0
837859	0	0	0	1	0	0
186852	0	0	0	1	0	0
513774	0	0	0	1	0	0
178001	0	0	0	1	0	0
1073276	0	0	0	8	0	5
1977254	0	0	0	1	0	0
185667	0	0	0	1	1	1
1108726	0	0	0	2	5	0
319455	0	0	0	2	0	0
4329112	0	0	0	5	2	3
275237	0	0	0	1	0	0
176115	0	0	0	1	0	0
195757	0	0	0	4	1	1
3540765	0	0	0	1	0	0
1066621	0	0	0	4	0	0
4410938	0	0	0	5	0	0
198774	0	0	0	1	0	0
207126	0	0	0	2	0	0
186389	0	0	0	2	1	0
173135	0	0	0	5	2	6
1868703	0	0	0	3	0	0
198824	0	0	0	3	1	0
4128381	0	0	0	1	0	0
513985	0	0	0	3	0	4
4453501	0	0	0	1	0	0
178839	0	0	0	1	0	16
189524	0	0	0	1	1	1
322114	0	0	0	1	0	0
752354	0	0	0	3	11	0
290833	0	0	0	2	0	1
1125320	0	0	0	2	0	0
215855	0	0	0	1	0	3
359762	0	0	0	1	0	0
146554	0	0	0	1	2	0
4401374	0	0	0	1	0	0
193213	0	0	0	5	1	0
361727	0	0	0	7	6	2
4457438	0	0	0	2	0	9
269937	0	0	0	4	0	0
180037	0	0	0	2	0	0
1106861	0	0	0	4	2	2
178217	0	0	0	1	0	0
523668	0	0	0	1	0	0
554304	0	0	0	2	0	0
514086	0	0	0	2	0	0
266445	0	0	0	2	0	0
158438	0	0	0	3	0	0
188194	0	0	0	1	0	0
195721	0	0	0	1	0	0
1134608	0	0	0	1	0	0
198555	0	0	0	2	0	0
768553	0	0	0	2	0	0
812219	0	0	0	1	0	0
337914	0	0	0	1	0	0
185175	0	0	0	3	0	0
838297	0	0	0	1	0	0
179812	0	0	0	2	0	0
4469032	0	0	0	1	0	0
195808	0	0	0	2	0	0
517583	0	0	0	1	0	0
185113	0	0	0	6	1	0
300644	0	0	0	4	4	8
210542	0	0	0	1	0	0
177567	0	0	0	4	0	0
192093	0	0	0	1	3	2
463361	0	0	0	3	0	0
4380450	0	0	0	1	0	0
4404925	0	0	0	4	0	0
194792	0	0	0	1	0	0
174749	0	0	0	1	0	0
338069	0	0	0	9	0	0
198117	0	0	0	2	2	0
4332428	0	0	0	1	0	0
174360	0	0	0	2	0	0
2054556	0	0	0	1	0	0
351880	0	0	0	3	3	1
556247	0	0	0	1	0	0
181934	0	0	0	3	0	0
367814	0	0	0	1	0	0
724472	0	0	0	1	0	0
1057169	0	0	0	1	0	0
292192	0	0	0	2	0	0
320768	0	0	0	1	0	0
185550	0	0	0	1	0	0
110562	0	0	0	1	0	0
2250985	0	0	0	3	1	0
346804	0	0	0	4	0	1
177058	0	0	0	4	0	1
163243	0	0	0	1	0	0
198786	0	0	0	2	0	1
191355	0	0	0	2	0	0
311947	0	0	0	4	0	11
2700883	0	0	0	2	0	0
364227	0	0	0	1	0	0
580090	0	0	0	4	2	24
586019	0	0	0	1	0	0
191582	0	0	0	3	0	0
174862	0	0	0	5	0	0
73609	0	0	0	3	0	12
563086	0	0	0	3	0	3
4481195	0	0	0	2	0	0
185949	0	0	0	4	1	0
317677	0	0	0	1	0	0
188863	0	0	0	3	1	0
197864	0	0	0	1	0	0
716984	0	0	0	1	0	0
199543	0	0	0	3	0	0
3043332	0	0	0	1	0	0
2979308	0	0	0	1	0	0
848615	0	0	0	1	0	0
175619	0	0	0	1	0	0
192935	0	0	0	2	1	2
4329132	0	0	0	1	1	0
835795	0	0	0	2	0	0
306896	0	0	0	3	0	0
290281	0	0	0	1	0	0
197988	0	0	0	3	0	2
3638321	0	0	0	1	0	0
367790	0	0	0	1	0	1
363442	0	0	0	1	1	0
191928	0	0	0	1	0	0
174625	0	0	0	3	0	0
305561	0	0	0	1	0	0
188454	0	0	0	1	0	0
196428	0	0	0	3	0	7
359149	0	0	0	1	0	2
20321	0	0	0	1	0	0
347226	0	0	0	1	0	0
4431545	0	0	0	2	0	2
177005	0	0	0	1	0	0
528715	0	0	0	1	0	0
539819	0	0	0	1	0	0
179609	0	0	0	2	0	0
198910	0	0	0	1	0	0
197505	0	0	0	1	0	5
288249	0	0	0	1	0	0
353784	0	0	0	3	0	0
519763	0	0	0	1	0	0
841907	0	0	0	1	0	0
548503	0	0	0	3	2	4
3507744	0	0	0	2	3	7
236087	0	0	0	3	0	0
1131759	0	0	0	1	1	0
170020	0	0	0	1	0	0
177150	0	0	0	2	0	0
287508	0	0	0	2	0	0
560535	0	0	0	2	2	6
535348	0	0	0	1	0	0
300829	0	0	0	1	0	0
4371341	0	0	0	1	0	0
300658	0	0	0	1	0	0
271277	0	0	0	1	0	0
366222	0	0	0	2	0	0
191050	0	0	0	1	0	0
192046	0	0	0	2	0	0
186077	0	0	0	1	0	0
314406	0	0	0	2	0	0
807046	0	0	0	1	0	0
177463	0	0	0	4	1	0
158625	0	0	0	1	0	0
198584	0	0	0	2	1	0
2148365	0	0	0	1	0	0
519437	0	0	0	1	0	0
175264	0	0	0	2	1	0
4474255	0	0	0	1	0	0
187248	0	0	0	1	0	0
831996	0	0	0	1	0	0
319672	0	0	0	1	0	0
2996838	0	0	0	1	0	0
204864	0	0	0	1	0	0
179273	0	0	0	1	0	0
349882	0	0	0	1	0	0
355196	0	0	0	2	0	0
174143	0	0	0	3	0	0
4437364	0	0	0	1	0	0
802262	0	0	0	1	0	0
199054	0	0	0	1	0	0
578995	0	0	0	1	0	0
305318	0	0	0	1	0	0
133892	0	0	0	2	2	0
269873	0	0	0	1	0	0
185765	0	0	0	3	0	0
191391	0	0	0	5	0	0
2814830	0	0	0	1	0	0
571178	0	0	0	2	0	0
4361528	0	0	0	1	0	0
314433	0	0	0	2	0	9
368127	0	0	0	1	0	0
31171	0	0	0	2	0	0
4234212	0	0	0	1	4	17
531436	0	0	0	1	0	0
830280	0	0	0	1	0	0
4318208	0	0	0	2	0	0
350503	0	0	0	2	0	0
195028	0	0	0	3	0	1
187932	0	0	0	1	2	0
396697	0	0	0	5	0	0
192818	0	0	0	1	1	3
2283862	0	0	0	1	0	0
192936	0	0	0	1	0	0
4418787	0	0	0	1	0	0
339685	0	0	0	1	0	0
834809	0	0	0	1	0	0
4297420	0	0	0	4	0	0
177172	0	0	0	1	0	0
191683	0	0	0	2	1	0
2938041	0	0	0	2	0	0
189208	0	0	0	1	3	0
197273	0	0	0	8	0	1
336375	0	0	0	1	0	3
181139	0	0	0	3	6	2
198909	0	0	0	3	6	0
790026	0	0	0	1	0	0
198626	0	0	0	2	1	0
851726	0	0	0	1	0	0
2056188	0	0	0	2	0	0
193778	0	0	0	1	10	3
2160415	0	0	0	1	0	0
181008	0	0	0	1	3	1
188851	0	0	0	1	0	0
177677	0	0	0	1	0	0
4425512	0	0	0	3	0	0
331575	0	0	0	1	0	0
848915	0	0	0	1	0	0
1776713	0	0	0	1	0	1
550333	0	0	0	1	0	0
4397092	0	0	0	1	0	0
3319304	0	0	0	2	0	1
352215	0	0	0	5	0	0
198067	0	0	0	2	4	3
182729	0	0	0	2	1	0
279107	0	0	0	1	0	0
4226929	0	0	0	1	0	14
175397	0	0	0	2	0	0
178980	0	0	0	2	0	1
178042	0	0	0	3	3	2
195143	0	0	0	1	1	0
199354	0	0	0	3	0	3
164259	0	0	0	1	0	0
189588	0	0	0	2	0	0
363017	0	0	0	2	0	0
513646	0	0	0	1	0	0
302352	0	0	0	1	0	0
196599	0	0	0	1	0	3
358798	0	0	0	1	0	0
298163	0	0	0	5	0	0
364824	0	0	0	8	1	0
328936	0	0	0	1	0	0
182799	0	0	0	3	0	0
529940	0	0	0	2	0	0
308072	0	0	0	7	0	5
216010	0	0	0	1	0	0
194534	0	0	0	2	0	0
292260	0	0	0	1	0	0
350970	0	0	0	2	0	0
576472	0	0	0	1	0	0
179785	0	0	0	2	1	0
181417	0	0	0	1	0	0
203713	0	0	0	1	0	0
307978	0	0	0	1	0	0
1111350	0	0	0	2	0	0
309696	0	0	0	1	0	0
1019878	0	0	0	2	0	0
4428313	0	0	0	1	0	0
558420	0	0	0	1	0	0
766113	0	0	0	1	0	10
4333652	0	0	0	1	0	0
4386814	0	0	0	1	1	0
190335	0	0	0	1	0	0
355246	0	0	0	1	0	1
1015154	0	0	0	1	0	0
215697	0	0	0	2	4	10
177760	0	0	0	1	0	0
189866	0	0	0	1	0	1
277626	0	0	0	1	0	0
183144	0	0	0	1	0	0
132041	0	0	0	1	0	2
181529	0	0	0	2	0	0
923098	0	0	0	1	0	0
585574	0	0	0	1	1	0
199692	0	0	0	5	0	0
180509	0	0	0	1	0	0
252773	0	0	0	1	0	0
190577	0	0	0	3	0	0
181853	0	0	0	3	2	0
587516	0	0	0	1	2	2
916510	0	0	0	1	0	0
198839	0	0	0	1	0	0
4094259	0	0	0	2	0	0
276172	0	0	0	1	0	0
4448492	0	0	0	2	0	0
2341726	0	0	0	1	0	0
919158	0	0	0	2	0	0
183654	0	0	0	1	2	0
1110037	0	0	0	1	0	0
198151	0	0	0	2	1	0
184021	0	0	0	1	0	0
315846	0	0	0	1	68	3576
556126	0	0	0	3	0	0
313387	0	0	0	1	0	0
1109724	0	0	0	1	0	0
196947	0	0	0	1	0	0
367176	0	0	0	2	0	0
609850	0	0	0	1	1	0
184214	0	0	0	1	0	0
182456	0	0	0	1	4	0
516814	0	0	0	1	0	0
345303	0	0	0	2	0	0
821196	0	0	0	2	1	0
174379	0	0	0	1	2	0
322137	0	0	0	1	0	0
199568	0	0	0	2	0	0
166046	0	0	0	1	0	0
2281515	0	0	0	1	0	0
351881	0	0	0	2	0	0
193471	0	0	0	1	0	10
176300	0	0	0	2	1	0
4438090	0	0	0	1	1	0
586517	0	0	0	3	0	0
302553	0	0	0	1	0	0
230421	0	0	0	1	0	0
1791578	0	0	0	1	2	0
187490	0	0	0	1	0	0
4424598	0	0	0	1	0	0
197052	0	0	0	1	1	0
194101	0	0	0	1	0	4
4465072	0	0	0	1	0	0
529740	0	0	0	1	0	0
4217963	0	0	0	1	0	1
195556	0	0	0	1	1	0
30587	0	0	0	1	0	0
332353	0	0	0	1	0	0
195004	0	0	0	1	0	0
190961	0	0	0	1	2	0
397363	0	0	0	1	0	1
190931	0	0	0	2	0	0
185164	0	0	0	1	0	0
4443846	0	0	0	1	1	1
290607	0	0	0	1	0	0
575844	0	0	0	3	0	1
179961	0	0	0	1	1	2
539962	0	0	0	1	0	0
4419650	0	0	0	2	1	0
899488	0	0	0	1	0	0
1594232	0	0	0	1	0	0
4332082	0	0	0	1	1	0
192437	0	0	0	1	0	0
4375664	0	0	0	1	0	0
358410	0	0	0	1	3	2
541275	0	0	0	1	0	0
323619	0	0	0	2	0	0
1006464	0	0	0	1	0	0
299620	0	0	0	2	0	0
136686	0	0	0	1	0	0
361864	0	0	0	1	0	0
1048020	0	0	0	1	0	0
585989	0	0	0	2	0	0
190708	0	0	0	1	3	0
329240	0	0	0	1	2	3
173822	0	0	0	1	0	0
355905	0	0	0	2	0	0
2565100	0	0	0	2	0	2
350256	0	0	0	1	0	0
361297	0	0	0	1	0	0
343313	0	0	0	1	0	0
132670	0	0	0	1	0	0
181155	0	0	0	3	0	0
216111	0	0	0	1	0	0
350668	0	0	0	1	0	0
360508	0	0	0	1	1	2
189384	0	0	0	1	3	1
187882	0	0	0	2	0	0
321693	0	0	0	1	0	0
189754	0	0	0	3	0	0
182854	0	0	0	1	0	0
285497	0	0	0	1	0	0
338381	0	0	0	1	0	0
354920	0	0	0	1	0	0
255530	0	0	0	1	0	0
552235	0	0	0	1	0	30
1107327	0	0	0	1	0	0
4480970	0	0	0	1	0	0
3524537	0	0	0	1	0	0
187210	0	0	0	1	0	0
3702911	0	0	0	1	1	0
44827	0	0	0	1	0	0
176470	0	0	0	1	0	0
4281639	0	0	0	2	0	0
3390534	0	0	0	2	1	0
2544615	0	0	0	1	0	0
164145	0	0	0	2	0	1
321875	0	0	0	1	0	0
197207	0	0	0	2	1	1
1775194	0	0	0	1	0	0
813542	0	0	0	1	0	0
196215	0	0	0	1	2	0
4395397	0	0	0	1	0	0
386977	0	0	0	1	0	0
342110	0	0	0	2	0	0
209760	0	0	0	2	1	4
4206904	0	0	0	1	0	1
180801	0	0	0	3	0	0
15571	0	0	0	1	0	1
312311	0	0	0	3	1	0
193780	0	0	0	1	0	0
175036	0	0	0	2	0	0
4317113	0	0	0	2	0	0
339457	0	0	0	2	0	0
165935	0	0	0	1	0	0
833317	0	0	0	1	0	1
178517	0	0	0	1	0	0
365510	0	0	0	2	0	1
577393	0	0	0	1	0	0
193906	0	0	0	2	0	0
173986	0	0	0	1	0	3
505549	0	0	0	2	0	0
2438203	0	0	0	1	0	0
532569	0	0	0	1	0	0
467605	0	0	0	1	0	0
186851	0	0	0	5	0	6
187917	0	0	0	1	1	0
189478	0	0	0	1	0	0
341953	0	0	0	2	0	0
369014	0	0	0	2	0	1
3709560	0	0	0	1	0	0
184990	0	0	0	1	0	0
194925	0	0	0	1	0	0
193089	0	0	0	1	0	0
174301	0	0	0	1	0	0
187265	0	0	0	1	0	0
514257	0	0	0	1	0	0
184553	0	0	0	1	0	0
176014	0	0	0	5	0	0
355307	0	0	0	1	55	81
184142	0	0	0	1	0	0
968954	0	0	0	4	0	1
112070	0	0	0	1	0	0
364109	0	0	0	1	4	8
176113	0	0	0	1	2	0
4381338	0	0	0	2	0	0
842193	0	0	0	1	0	0
2447244	0	0	0	1	0	0
177623	0	0	0	1	0	0
192133	0	0	0	1	0	0
186687	0	0	0	1	2	0
176192	0	0	0	2	0	0
175741	0	0	0	1	0	0
527751	0	0	0	1	4	0
180220	0	0	0	1	0	0
109382	0	0	0	1	0	0
192774	0	0	0	1	0	0
661266	0	0	0	2	0	0
1107758	0	0	0	1	0	1
326095	0	0	0	1	0	0
197442	0	0	0	1	0	0
182184	0	0	0	2	1	0
196909	0	0	0	1	0	0
849160	0	0	0	1	0	0
543348	0	0	0	1	0	0
109616	0	0	0	1	0	0
1035392	0	0	0	1	0	0
1738676	0	0	0	1	0	0
187038	0	0	0	1	0	0
1111848	0	0	0	1	2	0
560479	0	0	0	1	0	0
241789	0	0	0	1	0	0
188328	0	0	0	1	0	0
187702	0	0	0	2	1	1
366794	0	0	0	1	1	0
299680	0	0	0	1	0	0
4458959	0	0	0	1	0	0
291794	0	0	0	1	0	0
10085	0	0	0	1	0	0
4384044	0	0	0	1	0	0
4333043	0	0	0	2	0	0
300102	0	0	0	1	0	0
188707	0	0	0	1	6	30
291348	0	0	0	1	0	1
195883	0	0	0	1	0	0
561636	0	0	0	3	1	0
206633	0	0	0	1	0	0
168071	0	0	0	3	0	0
4480359	0	0	0	1	0	0
2110315	0	0	0	1	0	0
361722	0	0	0	1	0	0
521577	0	0	0	1	0	0
369077	0	0	0	1	0	0
191112	0	0	0	1	0	0
526875	0	0	0	1	0	0
184984	0	0	0	2	0	0
186714	0	0	0	3	0	0
175708	0	0	0	1	0	0
1109395	0	0	0	1	0	0
331382	0	0	0	1	0	0
731468	0	0	0	1	0	0
524371	0	0	0	1	0	0
337966	0	0	0	1	0	0
766768	0	0	0	1	0	0
230114	0	0	0	1	0	0
183395	0	0	0	1	0	0
114573	0	0	0	1	0	0
325599	0	0	0	1	0	0
189296	0	0	0	1	0	0
177368	0	0	0	1	0	0
365256	0	0	0	1	0	0
307680	0	0	0	1	0	0
186463	0	0	0	1	0	0
3889756	0	0	0	1	0	0
4202174	0	0	0	2	1	21
2655741	0	0	0	1	0	0
2932151	0	0	0	1	0	0
198221	0	0	0	1	0	0
4425254	0	0	0	1	0	0
192282	0	0	0	2	2	1
420168	0	0	0	1	0	0
346600	0	0	0	1	0	0
4297508	0	0	0	1	1	0
3715618	0	0	0	1	0	0
197022	0	0	0	1	0	0
179116	0	0	0	1	0	0
199491	0	0	0	1	0	0
363232	0	0	0	1	1	1
